ID,Treatment,Bio_Rep,Plant,Concentration,Time_Inoc,Time_Measurement,Time_Inoc2,Time_Measurement2,DAI,Date,Root_Length,Comment,No.growth
3OMG_R1_7_15mM_D10_D13,3OMG,R1,7,15mM,D10,D13,10,13,3,02.01.00,18.473,,
3OMG_R1_8_15mM_D10_D13,3OMG,R1,8,15mM,D10,D13,10,13,3,02.01.00,17.454,,
3OMG_R1_9_15mM_D10_D13,3OMG,R1,9,15mM,D10,D13,10,13,3,02.01.00,21.315,,
3OMG_R1_10_15mM_D10_D13,3OMG,R1,10,15mM,D10,D13,10,13,3,02.01.00,19.419,,
3OMG_R1_11_15mM_D10_D13,3OMG,R1,11,15mM,D10,D13,10,13,3,02.01.00,20.709,,
3OMG_R1_12_15mM_D10_D13,3OMG,R1,12,15mM,D10,D13,10,13,3,02.01.00,19.929,,
Water_R1_1_15mM_D10_D13,Water,R1,1,15mM,D10,D13,10,13,3,02.01.00,20.886,,
Water_R1_2_15mM_D10_D13,Water,R1,2,15mM,D10,D13,10,13,3,02.01.00,19.888,,
Water_R1_3_15mM_D10_D13,Water,R1,3,15mM,D10,D13,10,13,3,02.01.00,20.236,,
Water_R1_4_15mM_D10_D13,Water,R1,4,15mM,D10,D13,10,13,3,02.01.00,19.754,,
Water_R1_5_15mM_D10_D13,Water,R1,5,15mM,D10,D13,10,13,3,02.01.00,22.234,,
Water_R1_6_15mM_D10_D13,Water,R1,6,15mM,D10,D13,10,13,3,02.01.00,21.952,,
Water_R1_7_15mM_D10_D13,Water,R1,7,15mM,D10,D13,10,13,3,02.01.00,19.759,,
Water_R1_8_15mM_D10_D13,Water,R1,8,15mM,D10,D13,10,13,3,02.01.00,20.62,,
Water_R1_9_15mM_D10_D13,Water,R1,9,15mM,D10,D13,10,13,3,02.01.00,21.465,,
Water_R1_10_15mM_D10_D13,Water,R1,10,15mM,D10,D13,10,13,3,02.01.00,19.817,,
Water_R1_11_15mM_D10_D13,Water,R1,11,15mM,D10,D13,10,13,3,02.01.00,18.768,,
Water_R1_12_15mM_D10_D13,Water,R1,12,15mM,D10,D13,10,13,3,02.01.00,19.7,,
3OMG_R1_1_15mM_D0_D14,3OMG,R0,1,15mM,D0,D14,0,14,14,03.10.25,42.95,,
3OMG_R1_2_15mM_D0_D14,3OMG,R0,2,15mM,D0,D14,0,14,14,03.10.25,43.389,,
3OMG_R1_3_15mM_D0_D14,3OMG,R0,3,15mM,D0,D14,0,14,14,03.10.25,44.492,,
3OMG_R1_4_15mM_D0_D14,3OMG,R0,4,15mM,D0,D14,0,14,14,03.10.25,45.612,,
3OMG_R1_5_15mM_D0_D14,3OMG,R0,5,15mM,D0,D14,0,14,14,03.10.25,39.7,,
3OMG_R1_6_15mM_D0_D14,3OMG,R0,6,15mM,D0,D14,0,14,14,03.10.25,44.046,,
3OMG_R1_7_15mM_D0_D14,3OMG,R0,7,15mM,D0,D14,0,14,14,03.10.25,40.338,,
3OMG_R1_8_15mM_D0_D14,3OMG,R0,8,15mM,D0,D14,0,14,14,03.10.25,44.512,,
3OMG_R1_9_15mM_D0_D14,3OMG,R0,9,15mM,D0,D14,0,14,14,03.10.25,45.141,,
3OMG_R1_10_15mM_D0_D14,3OMG,R0,10,15mM,D0,D14,0,14,14,03.10.25,46.382,,
3OMG_R1_11_15mM_D0_D14,3OMG,R0,11,15mM,D0,D14,0,14,14,03.10.25,48.699,,
3OMG_R1_12_15mM_D0_D14,3OMG,R0,12,15mM,D0,D14,0,14,14,03.10.25,45.733,,
Water_R1_1_15mM_D0_D14,Water,R0,1,15mM,D0,D14,0,14,14,03.10.25,45.79,,
Water_R1_2_15mM_D0_D14,Water,R0,2,15mM,D0,D14,0,14,14,03.10.25,49.431,,
Water_R1_3_15mM_D0_D14,Water,R0,3,15mM,D0,D14,0,14,14,03.10.25,48.92,,
Water_R1_4_15mM_D0_D14,Water,R0,4,15mM,D0,D14,0,14,14,03.10.25,50.247,,
Water_R1_5_15mM_D0_D14,Water,R0,5,15mM,D0,D14,0,14,14,03.10.25,50.289,,
Water_R1_6_15mM_D0_D14,Water,R0,6,15mM,D0,D14,0,14,14,03.10.25,55.748,,
Water_R1_7_15mM_D0_D14,Water,R0,7,15mM,D0,D14,0,14,14,03.10.25,36.368,,
Water_R1_8_15mM_D0_D14,Water,R0,8,15mM,D0,D14,0,14,14,03.10.25,52.996,,
Water_R1_9_15mM_D0_D14,Water,R0,9,15mM,D0,D14,0,14,14,03.10.25,58.658,,
Water_R1_10_15mM_D0_D14,Water,R0,10,15mM,D0,D14,0,14,14,03.10.25,59.353,,
Water_R1_11_15mM_D0_D14,Water,R0,11,15mM,D0,D14,0,14,14,03.10.25,60.493,,
Water_R1_12_15mM_D0_D14,Water,R0,12,15mM,D0,D14,0,14,14,03.10.25,59.259,,
3OMG_R1_1_15mM_D03_D14,3OMG,R1,1,15mM,D03,D14,3,14,11,03.10.25,48.702,,
3OMG_R1_2_15mM_D03_D14,3OMG,R1,2,15mM,D03,D14,3,14,11,03.10.25,46.757,,
3OMG_R1_3_15mM_D03_D14,3OMG,R1,3,15mM,D03,D14,3,14,11,03.10.25,48.205,,
3OMG_R1_4_15mM_D03_D14,3OMG,R1,4,15mM,D03,D14,3,14,11,03.10.25,49.588,,
3OMG_R1_5_15mM_D03_D14,3OMG,R1,5,15mM,D03,D14,3,14,11,03.10.25,53.926,,
3OMG_R1_6_15mM_D03_D14,3OMG,R1,6,15mM,D03,D14,3,14,11,03.10.25,51.56,,
3OMG_R1_7_15mM_D03_D14,3OMG,R1,7,15mM,D03,D14,3,14,11,03.10.25,50.283,,
3OMG_R1_8_15mM_D03_D14,3OMG,R1,8,15mM,D03,D14,3,14,11,03.10.25,1.191,,No growth
3OMG_R1_9_15mM_D03_D14,3OMG,R1,9,15mM,D03,D14,3,14,11,03.10.25,46.807,,
3OMG_R1_10_15mM_D03_D14,3OMG,R1,10,15mM,D03,D14,3,14,11,03.10.25,44.812,,
3OMG_R1_11_15mM_D03_D14,3OMG,R1,11,15mM,D03,D14,3,14,11,03.10.25,53.262,,
3OMG_R1_12_15mM_D03_D14,3OMG,R1,12,15mM,D03,D14,3,14,11,03.10.25,50.093,,
Water_R1_1_15mM_D03_D14,Water,R1,1,15mM,D03,D14,3,14,11,03.10.25,64.158,,
Water_R1_2_15mM_D03_D14,Water,R1,2,15mM,D03,D14,3,14,11,03.10.25,61.53,,
Water_R1_3_15mM_D03_D14,Water,R1,3,15mM,D03,D14,3,14,11,03.10.25,59.969,,
Water_R1_4_15mM_D03_D14,Water,R1,4,15mM,D03,D14,3,14,11,03.10.25,65.418,,
Water_R1_5_15mM_D03_D14,Water,R1,5,15mM,D03,D14,3,14,11,03.10.25,63.557,,
Water_R1_6_15mM_D03_D14,Water,R1,6,15mM,D03,D14,3,14,11,03.10.25,1.232,,No growth
Water_R1_7_15mM_D03_D14,Water,R1,7,15mM,D03,D14,3,14,11,03.10.25,47.82,,
Water_R1_8_15mM_D03_D14,Water,R1,8,15mM,D03,D14,3,14,11,03.10.25,62.867,,
Water_R1_9_15mM_D03_D14,Water,R1,9,15mM,D03,D14,3,14,11,03.10.25,62.019,,
Water_R1_10_15mM_D03_D14,Water,R1,10,15mM,D03,D14,3,14,11,03.10.25,60.464,,
Water_R1_11_15mM_D03_D14,Water,R1,11,15mM,D03,D14,3,14,11,03.10.25,57.574,,
Water_R1_12_15mM_D03_D14,Water,R1,12,15mM,D03,D14,3,14,11,03.10.25,63.609,,
3OMG_R1_1_15mM_D07_D14,3OMG,R1,1,15mM,D07,D14,7,14,7,03.10.25,38.986,,
3OMG_R1_2_15mM_D07_D14,3OMG,R1,2,15mM,D07,D14,7,14,7,03.10.25,36.752,,
3OMG_R1_3_15mM_D07_D14,3OMG,R1,3,15mM,D07,D14,7,14,7,03.10.25,35.964,,
3OMG_R1_4_15mM_D07_D14,3OMG,R1,4,15mM,D07,D14,7,14,7,03.10.25,35.667,,
3OMG_R1_5_15mM_D07_D14,3OMG,R1,5,15mM,D07,D14,7,14,7,03.10.25,38.226,,
3OMG_R1_6_15mM_D07_D14,3OMG,R1,6,15mM,D07,D14,7,14,7,03.10.25,38.328,,
3OMG_R1_7_15mM_D07_D14,3OMG,R1,7,15mM,D07,D14,7,14,7,03.10.25,40.917,,
3OMG_R1_8_15mM_D07_D14,3OMG,R1,8,15mM,D07,D14,7,14,7,03.10.25,39.722,,
3OMG_R1_9_15mM_D07_D14,3OMG,R1,9,15mM,D07,D14,7,14,7,03.10.25,38.631,,
3OMG_R1_10_15mM_D07_D14,3OMG,R1,10,15mM,D07,D14,7,14,7,03.10.25,37.252,,
3OMG_R1_11_15mM_D07_D14,3OMG,R1,11,15mM,D07,D14,7,14,7,03.10.25,38.242,,
3OMG_R1_12_15mM_D07_D14,3OMG,R1,12,15mM,D07,D14,7,14,7,03.10.25,36.726,,
Water_R1_1_15mM_D07_D14,Water,R1,1,15mM,D07,D14,7,14,7,03.10.25,43.19,,
Water_R1_2_15mM_D07_D14,Water,R1,2,15mM,D07,D14,7,14,7,03.10.25,48.279,,
Water_R1_3_15mM_D07_D14,Water,R1,3,15mM,D07,D14,7,14,7,03.10.25,41.479,,
Water_R1_4_15mM_D07_D14,Water,R1,4,15mM,D07,D14,7,14,7,03.10.25,49.108,,
Water_R1_5_15mM_D07_D14,Water,R1,5,15mM,D07,D14,7,14,7,03.10.25,45.385,,
Water_R1_6_15mM_D07_D14,Water,R1,6,15mM,D07,D14,7,14,7,03.10.25,42.664,,
Water_R1_7_15mM_D07_D14,Water,R1,7,15mM,D07,D14,7,14,7,03.10.25,46.528,,
Water_R1_8_15mM_D07_D14,Water,R1,8,15mM,D07,D14,7,14,7,03.10.25,43.954,,
Water_R1_9_15mM_D07_D14,Water,R1,9,15mM,D07,D14,7,14,7,03.10.25,46.049,,
Water_R1_10_15mM_D07_D14,Water,R1,10,15mM,D07,D14,7,14,7,03.10.25,47.328,,
Water_R1_11_15mM_D07_D14,Water,R1,11,15mM,D07,D14,7,14,7,03.10.25,48.304,,
Water_R1_12_15mM_D07_D14,Water,R1,12,15mM,D07,D14,7,14,7,03.10.25,51.203,,
3OMG_R1_1_15mM_D10_D14,3OMG,R1,1,15mM,D10,D14,10,14,4,03.10.25,22.764,,
3OMG_R1_2_15mM_D10_D14,3OMG,R1,2,15mM,D10,D14,10,14,4,03.10.25,24.783,,
3OMG_R1_3_15mM_D10_D14,3OMG,R1,3,15mM,D10,D14,10,14,4,03.10.25,20.655,,
3OMG_R1_4_15mM_D10_D14,3OMG,R1,4,15mM,D10,D14,10,14,4,03.10.25,21.297,,
3OMG_R1_5_15mM_D10_D14,3OMG,R1,5,15mM,D10,D14,10,14,4,03.10.25,24.445,,
3OMG_R1_6_15mM_D10_D14,3OMG,R1,6,15mM,D10,D14,10,14,4,03.10.25,22.925,,
3OMG_R1_7_15mM_D10_D14,3OMG,R1,7,15mM,D10,D14,10,14,4,03.10.25,24.392,,
3OMG_R1_8_15mM_D10_D14,3OMG,R1,8,15mM,D10,D14,10,14,4,03.10.25,22.392,,
3OMG_R1_9_15mM_D10_D14,3OMG,R1,9,15mM,D10,D14,10,14,4,03.10.25,25.838,,
3OMG_R1_10_15mM_D10_D14,3OMG,R1,10,15mM,D10,D14,10,14,4,03.10.25,24.601,,
3OMG_R1_11_15mM_D10_D14,3OMG,R1,11,15mM,D10,D14,10,14,4,03.10.25,24.626,,
3OMG_R1_12_15mM_D10_D14,3OMG,R1,12,15mM,D10,D14,10,14,4,03.10.25,25.671,,
Water_R1_1_15mM_D10_D14,Water,R1,1,15mM,D10,D14,10,14,4,03.10.25,27.755,,
Water_R1_2_15mM_D10_D14,Water,R1,2,15mM,D10,D14,10,14,4,03.10.25,25.913,,
Water_R1_3_15mM_D10_D14,Water,R1,3,15mM,D10,D14,10,14,4,03.10.25,26.059,,
Water_R1_4_15mM_D10_D14,Water,R1,4,15mM,D10,D14,10,14,4,03.10.25,25.266,,
Water_R1_5_15mM_D10_D14,Water,R1,5,15mM,D10,D14,10,14,4,03.10.25,28.439,,
Water_R1_6_15mM_D10_D14,Water,R1,6,15mM,D10,D14,10,14,4,03.10.25,27.063,,
Water_R1_7_15mM_D10_D14,Water,R1,7,15mM,D10,D14,10,14,4,03.10.25,26.8,,
Water_R1_8_15mM_D10_D14,Water,R1,8,15mM,D10,D14,10,14,4,03.10.25,26.999,,
Water_R1_9_15mM_D10_D14,Water,R1,9,15mM,D10,D14,10,14,4,03.10.25,26.713,,
Water_R1_10_15mM_D10_D14,Water,R1,10,15mM,D10,D14,10,14,4,03.10.25,25.526,,
Water_R1_11_15mM_D10_D14,Water,R1,11,15mM,D10,D14,10,14,4,03.10.25,24.53,,
Water_R1_12_15mM_D10_D14,Water,R1,12,15mM,D10,D14,10,14,4,03.10.25,27.22,,
3OMG_R1_1_15mM_D0_D17,3OMG,R0,1,15mM,D0,D17,0,17,17,06.10.25,54.989,,
3OMG_R1_2_15mM_D0_D17,3OMG,R0,2,15mM,D0,D17,0,17,17,06.10.25,53.6,,
3OMG_R1_3_15mM_D0_D17,3OMG,R0,3,15mM,D0,D17,0,17,17,06.10.25,52.533,,
3OMG_R1_4_15mM_D0_D17,3OMG,R0,4,15mM,D0,D17,0,17,17,06.10.25,55.712,,
3OMG_R1_5_15mM_D0_D17,3OMG,R0,5,15mM,D0,D17,0,17,17,06.10.25,51.993,,
3OMG_R1_6_15mM_D0_D17,3OMG,R0,6,15mM,D0,D17,0,17,17,06.10.25,55.604,,
3OMG_R1_7_15mM_D0_D17,3OMG,R0,7,15mM,D0,D17,0,17,17,06.10.25,54.023,,
3OMG_R1_8_15mM_D0_D17,3OMG,R0,8,15mM,D0,D17,0,17,17,06.10.25,56.834,,
3OMG_R1_9_15mM_D0_D17,3OMG,R0,9,15mM,D0,D17,0,17,17,06.10.25,59.914,,
3OMG_R1_10_15mM_D0_D17,3OMG,R0,10,15mM,D0,D17,0,17,17,06.10.25,59.904,,
3OMG_R1_11_15mM_D0_D17,3OMG,R0,11,15mM,D0,D17,0,17,17,06.10.25,62.308,,
3OMG_R1_12_15mM_D0_D17,3OMG,R0,12,15mM,D0,D17,0,17,17,06.10.25,54.958,,
Water_R1_1_15mM_D0_D17,Water,R0,1,15mM,D0,D17,0,17,17,06.10.25,56.818,,
Water_R1_2_15mM_D0_D17,Water,R0,2,15mM,D0,D17,0,17,17,06.10.25,59.63,,
Water_R1_3_15mM_D0_D17,Water,R0,3,15mM,D0,D17,0,17,17,06.10.25,61.715,,
Water_R1_4_15mM_D0_D17,Water,R0,4,15mM,D0,D17,0,17,17,06.10.25,62.414,,
Water_R1_5_15mM_D0_D17,Water,R0,5,15mM,D0,D17,0,17,17,06.10.25,64.992,,
Water_R1_6_15mM_D0_D17,Water,R0,6,15mM,D0,D17,0,17,17,06.10.25,69.64,,
Water_R1_7_15mM_D0_D17,Water,R0,7,15mM,D0,D17,0,17,17,06.10.25,51.46,,
Water_R1_8_15mM_D0_D17,Water,R0,8,15mM,D0,D17,0,17,17,06.10.25,68.607,,
Water_R1_9_15mM_D0_D17,Water,R0,9,15mM,D0,D17,0,17,17,06.10.25,73.187,,
Water_R1_10_15mM_D0_D17,Water,R0,10,15mM,D0,D17,0,17,17,06.10.25,75.918,,
Water_R1_11_15mM_D0_D17,Water,R0,11,15mM,D0,D17,0,17,17,06.10.25,72.361,,
Water_R1_12_15mM_D0_D17,Water,R0,12,15mM,D0,D17,0,17,17,06.10.25,75.888,,
3OMG_R1_1_15mM_D03_D17,3OMG,R1,1,15mM,D03,D17,3,17,14,06.10.25,58.864,,
3OMG_R1_2_15mM_D03_D17,3OMG,R1,2,15mM,D03,D17,3,17,14,06.10.25,58.802,,
3OMG_R1_3_15mM_D03_D17,3OMG,R1,3,15mM,D03,D17,3,17,14,06.10.25,59.851,,
3OMG_R1_4_15mM_D03_D17,3OMG,R1,4,15mM,D03,D17,3,17,14,06.10.25,62.661,,
3OMG_R1_5_15mM_D03_D17,3OMG,R1,5,15mM,D03,D17,3,17,14,06.10.25,64.951,,
3OMG_R1_6_15mM_D03_D17,3OMG,R1,6,15mM,D03,D17,3,17,14,06.10.25,63.095,,
3OMG_R1_7_15mM_D03_D17,3OMG,R1,7,15mM,D03,D17,3,17,14,06.10.25,62.819,,
3OMG_R1_8_15mM_D03_D17,3OMG,R1,8,15mM,D03,D17,3,17,14,06.10.25,1.235,,No growth
3OMG_R1_9_15mM_D03_D17,3OMG,R1,9,15mM,D03,D17,3,17,14,06.10.25,57.769,,
3OMG_R1_10_15mM_D03_D17,3OMG,R1,10,15mM,D03,D17,3,17,14,06.10.25,55.279,,
3OMG_R1_11_15mM_D03_D17,3OMG,R1,11,15mM,D03,D17,3,17,14,06.10.25,65.276,,
3OMG_R1_12_15mM_D03_D17,3OMG,R1,12,15mM,D03,D17,3,17,14,06.10.25,59.401,,
Water_R1_1_15mM_D03_D17,Water,R1,1,15mM,D03,D17,3,17,14,06.10.25,83.338,,
Water_R1_2_15mM_D03_D17,Water,R1,2,15mM,D03,D17,3,17,14,06.10.25,82.313,,
Water_R1_3_15mM_D03_D17,Water,R1,3,15mM,D03,D17,3,17,14,06.10.25,75.433,,
Water_R1_4_15mM_D03_D17,Water,R1,4,15mM,D03,D17,3,17,14,06.10.25,84.491,,
Water_R1_5_15mM_D03_D17,Water,R1,5,15mM,D03,D17,3,17,14,06.10.25,83.692,,
Water_R1_6_15mM_D03_D17,Water,R1,6,15mM,D03,D17,3,17,14,06.10.25,1.506,,No growth
Water_R1_7_15mM_D03_D17,Water,R1,7,15mM,D03,D17,3,17,14,06.10.25,67.094,,
Water_R1_8_15mM_D03_D17,Water,R1,8,15mM,D03,D17,3,17,14,06.10.25,82.907,,
Water_R1_9_15mM_D03_D17,Water,R1,9,15mM,D03,D17,3,17,14,06.10.25,82.396,,
Water_R1_10_15mM_D03_D17,Water,R1,10,15mM,D03,D17,3,17,14,06.10.25,77.576,,
Water_R1_11_15mM_D03_D17,Water,R1,11,15mM,D03,D17,3,17,14,06.10.25,78.32,,
Water_R1_12_15mM_D03_D17,Water,R1,12,15mM,D03,D17,3,17,14,06.10.25,80.857,,
3OMG_R1_1_15mM_D07_D17,3OMG,R1,1,15mM,D07,D17,7,17,10,06.10.25,46.25,,
3OMG_R1_2_15mM_D07_D17,3OMG,R1,2,15mM,D07,D17,7,17,10,06.10.25,46.471,,
3OMG_R1_3_15mM_D07_D17,3OMG,R1,3,15mM,D07,D17,7,17,10,06.10.25,46.063,,
3OMG_R1_4_15mM_D07_D17,3OMG,R1,4,15mM,D07,D17,7,17,10,06.10.25,46.034,,
3OMG_R1_5_15mM_D07_D17,3OMG,R1,5,15mM,D07,D17,7,17,10,06.10.25,49.241,,
3OMG_R1_6_15mM_D07_D17,3OMG,R1,6,15mM,D07,D17,7,17,10,06.10.25,49.479,,
3OMG_R1_7_15mM_D07_D17,3OMG,R1,7,15mM,D07,D17,7,17,10,06.10.25,51.728,,
3OMG_R1_8_15mM_D07_D17,3OMG,R1,8,15mM,D07,D17,7,17,10,06.10.25,50.284,,
3OMG_R1_9_15mM_D07_D17,3OMG,R1,9,15mM,D07,D17,7,17,10,06.10.25,47.856,,
3OMG_R1_10_15mM_D07_D17,3OMG,R1,10,15mM,D07,D17,7,17,10,06.10.25,50.345,,
3OMG_R1_11_15mM_D07_D17,3OMG,R1,11,15mM,D07,D17,7,17,10,06.10.25,52.205,,
3OMG_R1_12_15mM_D07_D17,3OMG,R1,12,15mM,D07,D17,7,17,10,06.10.25,46.777,,
Water_R1_1_15mM_D07_D17,Water,R1,1,15mM,D07,D17,7,17,10,06.10.25,62.326,,
Water_R1_2_15mM_D07_D17,Water,R1,2,15mM,D07,D17,7,17,10,06.10.25,68.453,,
Water_R1_3_15mM_D07_D17,Water,R1,3,15mM,D07,D17,7,17,10,06.10.25,61.765,,
Water_R1_4_15mM_D07_D17,Water,R1,4,15mM,D07,D17,7,17,10,06.10.25,72.925,,
Water_R1_5_15mM_D07_D17,Water,R1,5,15mM,D07,D17,7,17,10,06.10.25,63.175,,
Water_R1_6_15mM_D07_D17,Water,R1,6,15mM,D07,D17,7,17,10,06.10.25,64.993,,
Water_R1_7_15mM_D07_D17,Water,R1,7,15mM,D07,D17,7,17,10,06.10.25,68.627,,
Water_R1_8_15mM_D07_D17,Water,R1,8,15mM,D07,D17,7,17,10,06.10.25,66.959,,
Water_R1_9_15mM_D07_D17,Water,R1,9,15mM,D07,D17,7,17,10,06.10.25,66.076,,
Water_R1_10_15mM_D07_D17,Water,R1,10,15mM,D07,D17,7,17,10,06.10.25,73.383,,
Water_R1_11_15mM_D07_D17,Water,R1,11,15mM,D07,D17,7,17,10,06.10.25,69.558,,
Water_R1_12_15mM_D07_D17,Water,R1,12,15mM,D07,D17,7,17,10,06.10.25,64.592,,
3OMG_R1_1_15mM_D10_D17,3OMG,R1,1,15mM,D10,D17,10,17,7,06.10.25,36.435,,
3OMG_R1_2_15mM_D10_D17,3OMG,R1,2,15mM,D10,D17,10,17,7,06.10.25,38.182,,
3OMG_R1_3_15mM_D10_D17,3OMG,R1,3,15mM,D10,D17,10,17,7,06.10.25,32.376,,
3OMG_R1_4_15mM_D10_D17,3OMG,R1,4,15mM,D10,D17,10,17,7,06.10.25,34.359,,
3OMG_R1_5_15mM_D10_D17,3OMG,R1,5,15mM,D10,D17,10,17,7,06.10.25,39.48,,
3OMG_R1_6_15mM_D10_D17,3OMG,R1,6,15mM,D10,D17,10,17,7,06.10.25,37.236,,
3OMG_R1_7_15mM_D10_D17,3OMG,R1,7,15mM,D10,D17,10,17,7,06.10.25,40.024,,
3OMG_R1_8_15mM_D10_D17,3OMG,R1,8,15mM,D10,D17,10,17,7,06.10.25,36.155,,
3OMG_R1_9_15mM_D10_D17,3OMG,R1,9,15mM,D10,D17,10,17,7,06.10.25,39.931,,
3OMG_R1_10_15mM_D10_D17,3OMG,R1,10,15mM,D10,D17,10,17,7,06.10.25,38.076,,
3OMG_R1_11_15mM_D10_D17,3OMG,R1,11,15mM,D10,D17,10,17,7,06.10.25,42.719,,
3OMG_R1_12_15mM_D10_D17,3OMG,R1,12,15mM,D10,D17,10,17,7,06.10.25,35.205,,
Water_R1_1_15mM_D10_D17,Water,R1,1,15mM,D10,D17,10,17,7,06.10.25,53.211,,
Water_R1_2_15mM_D10_D17,Water,R1,2,15mM,D10,D17,10,17,7,06.10.25,50.938,,
Water_R1_3_15mM_D10_D17,Water,R1,3,15mM,D10,D17,10,17,7,06.10.25,44.347,,
Water_R1_4_15mM_D10_D17,Water,R1,4,15mM,D10,D17,10,17,7,06.10.25,49.274,,
Water_R1_5_15mM_D10_D17,Water,R1,5,15mM,D10,D17,10,17,7,06.10.25,57.896,,
Water_R1_6_15mM_D10_D17,Water,R1,6,15mM,D10,D17,10,17,7,06.10.25,52.768,,
Water_R1_7_15mM_D10_D17,Water,R1,7,15mM,D10,D17,10,17,7,06.10.25,52.441,,
Water_R1_8_15mM_D10_D17,Water,R1,8,15mM,D10,D17,10,17,7,06.10.25,55.819,,
Water_R1_9_15mM_D10_D17,Water,R1,9,15mM,D10,D17,10,17,7,06.10.25,53.446,,
Water_R1_10_15mM_D10_D17,Water,R1,10,15mM,D10,D17,10,17,7,06.10.25,50.23,,
Water_R1_11_15mM_D10_D17,Water,R1,11,15mM,D10,D17,10,17,7,06.10.25,50.031,,
Water_R1_12_15mM_D10_D17,Water,R1,12,15mM,D10,D17,10,17,7,06.10.25,53.505,,
3OMG_R1_1_15mM_D14_D17,3OMG,R1,1,15mM,D14,D17,14,17,3,06.10.25,21.823,,
3OMG_R1_2_15mM_D14_D17,3OMG,R1,2,15mM,D14,D17,14,17,3,06.10.25,24.676,,
3OMG_R1_3_15mM_D14_D17,3OMG,R1,3,15mM,D14,D17,14,17,3,06.10.25,16.235,,
3OMG_R1_4_15mM_D14_D17,3OMG,R1,4,15mM,D14,D17,14,17,3,06.10.25,18.812,,
3OMG_R1_5_15mM_D14_D17,3OMG,R1,5,15mM,D14,D17,14,17,3,06.10.25,19.495,,
3OMG_R1_6_15mM_D14_D17,3OMG,R1,6,15mM,D14,D17,14,17,3,06.10.25,20.582,,
3OMG_R1_7_15mM_D14_D17,3OMG,R1,7,15mM,D14,D17,14,17,3,06.10.25,24.499,,
3OMG_R1_8_15mM_D14_D17,3OMG,R1,8,15mM,D14,D17,14,17,3,06.10.25,21.606,,
3OMG_R1_9_15mM_D14_D17,3OMG,R1,9,15mM,D14,D17,14,17,3,06.10.25,20.742,,
3OMG_R1_10_15mM_D14_D17,3OMG,R1,10,15mM,D14,D17,14,17,3,06.10.25,24.733,,
3OMG_R1_11_15mM_D14_D17,3OMG,R1,11,15mM,D14,D17,14,17,3,06.10.25,18.923,,
3OMG_R1_12_15mM_D14_D17,3OMG,R1,12,15mM,D14,D17,14,17,3,06.10.25,NA,,No growth
Water_R1_1_15mM_D14_D17,Water,R1,1,15mM,D14,D17,14,17,3,06.10.25,24.142,,
Water_R1_2_15mM_D14_D17,Water,R1,2,15mM,D14,D17,14,17,3,06.10.25,22.783,,
Water_R1_3_15mM_D14_D17,Water,R1,3,15mM,D14,D17,14,17,3,06.10.25,19.17,,
Water_R1_4_15mM_D14_D17,Water,R1,4,15mM,D14,D17,14,17,3,06.10.25,20.731,,
Water_R1_5_15mM_D14_D17,Water,R1,5,15mM,D14,D17,14,17,3,06.10.25,21.232,,
Water_R1_6_15mM_D14_D17,Water,R1,6,15mM,D14,D17,14,17,3,06.10.25,23.451,,
Water_R1_7_15mM_D14_D17,Water,R1,7,15mM,D14,D17,14,17,3,06.10.25,28.054,,
Water_R1_8_15mM_D14_D17,Water,R1,8,15mM,D14,D17,14,17,3,06.10.25,25.553,,
Water_R1_9_15mM_D14_D17,Water,R1,9,15mM,D14,D17,14,17,3,06.10.25,23.857,,
Water_R1_10_15mM_D14_D17,Water,R1,10,15mM,D14,D17,14,17,3,06.10.25,21.747,,
Water_R1_11_15mM_D14_D17,Water,R1,11,15mM,D14,D17,14,17,3,06.10.25,22.024,,
Water_R1_12_15mM_D14_D17,Water,R1,12,15mM,D14,D17,14,17,3,06.10.25,21.408,,
3OMG_R1_1_15mM_D0_D18,3OMG,R0,1,15mM,D0,D18,0,18,18,07.10.25,58.156,,
3OMG_R1_2_15mM_D0_D18,3OMG,R0,2,15mM,D0,D18,0,18,18,07.10.25,58.007,,
3OMG_R1_3_15mM_D0_D18,3OMG,R0,3,15mM,D0,D18,0,18,18,07.10.25,53.748,,
3OMG_R1_4_15mM_D0_D18,3OMG,R0,4,15mM,D0,D18,0,18,18,07.10.25,58.935,,
3OMG_R1_5_15mM_D0_D18,3OMG,R0,5,15mM,D0,D18,0,18,18,07.10.25,52.802,,
3OMG_R1_6_15mM_D0_D18,3OMG,R0,6,15mM,D0,D18,0,18,18,07.10.25,57.994,,
3OMG_R1_7_15mM_D0_D18,3OMG,R0,7,15mM,D0,D18,0,18,18,07.10.25,56.926,,
3OMG_R1_8_15mM_D0_D18,3OMG,R0,8,15mM,D0,D18,0,18,18,07.10.25,60.112,,
3OMG_R1_9_15mM_D0_D18,3OMG,R0,9,15mM,D0,D18,0,18,18,07.10.25,63.985,,
3OMG_R1_10_15mM_D0_D18,3OMG,R0,10,15mM,D0,D18,0,18,18,07.10.25,64.896,,
3OMG_R1_11_15mM_D0_D18,3OMG,R0,11,15mM,D0,D18,0,18,18,07.10.25,66.81,,
3OMG_R1_12_15mM_D0_D18,3OMG,R0,12,15mM,D0,D18,0,18,18,07.10.25,57.587,,
Water_R1_1_15mM_D0_D18,Water,R0,1,15mM,D0,D18,0,18,18,07.10.25,60.105,,
Water_R1_2_15mM_D0_D18,Water,R0,2,15mM,D0,D18,0,18,18,07.10.25,65.185,,
