locus_name	CAZYName
gene_1870	Mitochondrialcarrierdomain-containingprotein
gene_1900	Yip1domain-containingprotein
gene_1984	integralmembraneprotein
gene_1998	crossoverjunctionendonucleaseMUS81
gene_2025	eukaryotictranslationinitiationfactor3subunitD
gene_2337	externalNADH-ubiquinoneoxidoreductase
gene_2144	41kDapeptidyl-prolylcis-transisomerase
gene_2338	p60domain-containingprotein
gene_2341	sulfitereductasesubunitbeta
gene_2359	proteasomematurationfactorUMP1
gene_2393	secretedprotein
gene_2423	Majorfacilitatorsuperfamilydomain-containingprotein
gene_2466	transportproteinsec71
gene_2477	thermostablebeta-glucosidaseB
gene_2483	hypotheticalprotein
gene_2535	leucylaminopeptidase
gene_2595	hypotheticalprotein
gene_2597	phosphatidatecytidylyltransferase
gene_2626	cystathioninegamma-synthase
gene_2674	mannose-6-phosphateisomerase
gene_2340	InositolphosphorylceramidesynthasesubunitKei1-domaincontainingprotein
gene_2742	dyneinlightintermediatechain
gene_2342	chitinsynthaseA
gene_2760	NipSnap2
gene_2772	glycinedehydrogenase
gene_2346	hypotheticalprotein
gene_3026	DNA-directedRNApolymeraseIsubunitRPA1
gene_3035	FADbindingdomain-containingprotein
gene_3102	2-oxoglutaratedehydrogenaseE1
gene_3131	P-loopcontainingnucleosidetriphosphatehydrolaseprotein
gene_3134	AMP-bindingenzyme
gene_3136	hypotheticalprotein
gene_3167	Snf7family
gene_3186	armadillorepeatprotein
gene_3259	adenylatekinasecytosolic
gene_3329	xanthinedehydrogenase
gene_3334	OligosaccharidebiosynthesisproteinAlg14like-domaincontainingprotein
gene_3353	kinesinfamilyprotein
gene_3367	glycinecleavagesystemTprotein
gene_3408	Generalsubstratetransporter
gene_3459	Dak1domain-domaincontainingprotein
gene_3464	nicotinamidemononucleotidepermease
gene_3556	elongatorcomplexprotein
gene_3570	endoribonucleaseYSH1
gene_3571	hypotheticalprotein
gene_3578	aldose1-epimerase
gene_3593	Alkaline-phosphatase-like%2Ccoredomain-containingprotein
gene_3627	hypotheticalprotein
gene_3629	26Sproteasomenon-ATPaseregulatorysubunit11
gene_3631	peroxisomalmembraneproteinPMP47A
gene_3632	Mak10subunit%2CNatCN%28alpha%29-terminalacetyltransferase-domaincontainingprotein
gene_3635	carboxypeptidaseA5
gene_3640	deoxyhypusinesynthase
gene_3669	HMGboxprotein
gene_2366	expressedprotein
gene_2365	aminotransferaseclassIandII
gene_3678	dehydrodolichyldiphosphatesynthase
gene_3685	hypotheticalprotein
gene_3717	ExocystcomplexcomponentSec3-domaincontainingprotein
gene_3762	hypotheticalprotein
gene_3765	purinepermease
gene_3774	NADP-dependentalcoholdehydrogenase
gene_3790	long-chainspecificacyl-CoAdehydrogenase
gene_3796	glycosidehydrolasefamily27protein
gene_3830	riboflavintransporterMCH5
gene_189	hypotheticalprotein
gene_3836	acidphosphatase
gene_3881	hypotheticalprotein
gene_3886	Alpha/Betahydrolasefold
gene_3896	phosphorylasefamilyprotein
gene_3897	hypotheticalprotein
gene_3898	mitochondrialRhoGTPase
gene_3902	PHdomain-containingprotein
gene_3952	N-acetylglucosamine-6-phosphatedeacetylase
gene_3968	serinecarboxypeptidase
gene_4029	vacuolarmembraneprotein
gene_4072	alcoholoxidase
gene_4076	Majorfacilitatorsuperfamilydomain-containingprotein
gene_4095	nicotinatephosphoribosyltransferase
gene_4103	Generalsubstratetransporter
gene_2376	hypotheticalprotein
gene_4156	hypotheticalprotein
gene_4251	alpha-mannosidase
gene_4297	cytidylyltransferasefamilyprotein
gene_4314	adenosinedeaminase
gene_4359	SNF5/SMARCB1/INI1-domaincontainingprotein
gene_4366	Zn(II)2Cys6clustertranscripitionalactivator
gene_2383	ribonucleasePproteinsubunitp29
gene_4468	S-adenosyl-L-methionine-dependentmethyltransferase
gene_4503	cytochromec1hemelyase
gene_4527	diphosphomevalonatedecarboxylase
gene_4528	VitaminB6photo-protectionandhomoeostasis-domaincontainingprotein
gene_4544	GroES(chaperonin10)-likeprotein
gene_4571	ATP-dependentRNAhelicaseMAK5
gene_4657	endoglucanaseEG-1
gene_4683	cholinedehydrogenase
gene_2380	retinoldehydrogenase
gene_4738	DNAreplicationlicensingfactormcm7
gene_2384	acyltransferase
gene_4789	DipeptidylpeptidaseIV(DPPIV)N-terminalregion-domaincontainingprotein
gene_4895	GPImannosyltransferase
gene_2386	C6zincfingerdomain-containingprotein
gene_4934	kinesinmotordomain-containingprotein
gene_2387	haloaciddehalogenase-likehydrolase
gene_2388	hypotheticalprotein
gene_5043	hypotheticalprotein
gene_5087	putativeclathrinassemblyproteinAP47
gene_5170	oxidosqualene:lanosterolcyclase
gene_5237	family28glycosidehydrolase
gene_5282	transportproteinparticlesubunittrs31
gene_5310	glycinecleavageH-protein
gene_5348	amino-acidpermeaseinda1
gene_2397	hypotheticalprotein
gene_5454	hypotheticalprotein
gene_5472	chitinase1
gene_5491	Thioredoxin-likefold
gene_5513	chromodomainhelicasehrp3
gene_5534	DNArepairproteinRAD51
gene_5540	phosphoribosylglycinamideformyltransferase
gene_5550	PUF6protein
gene_5554	vonWillebrandfactortypeAdomain-containingprotein
gene_2403	Heterokaryonincompatibilityprotein(HET)-domaincontainingprotein
gene_2404	WDrepeat-containingprotein
gene_5858	retinoldehydrogenase
gene_5937	hypotheticalprotein
gene_5955	eukaryotictranslationinitiationfactor3
gene_5956	ChaperoninCpn60/TCP-1family
gene_5984	tetratricopeptide
gene_6114	ConcanavalinA-likelectin/glucanasedomain-containingprotein
gene_6220	Majorfacilitatorsuperfamilydomain-containingprotein
gene_6294	aldehydereductase
gene_6311	hypotheticalprotein
gene_2412	expressedprotein
gene_6344	Acyl-CoAdehydrogenase/oxidase%2CN-terminalandmiddledomain-containingprotein
gene_6358	Generalsubstratetransporter
gene_6389	RNA-metabolisingmetallo-beta-lactamase
gene_6457	hypotheticalprotein
gene_6477	hypotheticalprotein
gene_6506	beta-mannosidase
gene_2419	Alpha/Betahydrolasefold
gene_6563	P-loopcontainingnucleosidetriphosphatehydrolaseprotein
gene_6597	anaphase-promotingcomplexsubunitcut9
gene_6627	ERG2/sigma1receptor-likeprotein
gene_2418	high-affinityglucosetransporterght2
gene_6702	dipeptidase
gene_2421	cytochromeP4503A13
gene_6747	vacuolarimportanddegradationprotein
gene_6769	hypotheticalprotein
gene_6790	Armadillo-typefold
gene_6820	SIK1protein
gene_6868	RWDdomain-domaincontainingprotein
gene_2424	hypotheticalprotein
gene_6879	phosphoribosylaminoimidazole-succinocarboxamidesynthase
gene_6906	HAD-superfamilysubfamilyIIAhydrolase
gene_6936	family76glycosylhydrolase
gene_6996	histoneacetyltransferaseSAS2
gene_2426	expressedprotein
gene_7001	prionformationprotein
gene_7015	dolichyl-di-phosphooligosaccharide-proteinglycotransferase
gene_2429	hypotheticalprotein
gene_7188	oligopeptidetransporter2
gene_7224	Domainofunknownfunction(DUF3402)-domaincontainingprotein
gene_7267	short-chaindehydrogenase/reductase
gene_7319	asc-typeaminoacidtransporter1
gene_7324	dolicholkinase
gene_7396	endoglucanase-1
gene_7435	Retinoicacidinduced16-likeprotein-domaincontainingprotein
gene_7476	hypotheticalprotein
gene_7499	oxidoreductase
gene_7504	putativechitindeacetylase
gene_7506	Majorfacilitatorsuperfamilydomain-containingprotein
gene_7508	hypotheticalprotein
gene_7604	phosphatidylserinedecarboxylaseproenzyme
gene_7636	Proteinofunknownfunction(DUF2838)-domaincontainingprotein
gene_7642	hypotheticalprotein
gene_7678	Mitochondrialcarrierdomain-containingprotein
gene_7716	Prolyloligopeptidasefamily-domaincontainingprotein
gene_7723	phosphoserineaminotransferase
gene_7803	WDrepeatdomain-containingprotein
gene_7808	Mitochondrialcarrierdomain-containingprotein
gene_7815	peptidyl-tRNAhydrolasedomainprotein
gene_2438	hypotheticalprotein
gene_7844	Alpha/Betahydrolasefold
gene_7860	serine/threonine-proteinkinasegcn2
gene_7865	imidazoleglycerol-phosphatedehydratase
gene_7879	lowtemperatureviabilityprotein
gene_7880	nucleolarGTP-bindingprotein
gene_7890	putativepantothenatetransporter
gene_7978	Generalsubstratetransporter
gene_7981	Uncharacterizedproteinconservedinbacteria(DUF2264)-domaincontainingprotein
gene_8029	Glycosidehydrolasesuperfamily
gene_8035	alpha-glucosidase
gene_8079	amino-acidpermeaseinda1
gene_8107	rhamnogalacturonatelyase
gene_8151	CFEMdomain-containingprotein
gene_8158	hypotheticalprotein
gene_8163	quinatepermease
gene_8184	uracil-regulatedprotein1
gene_8188	UVradiationresistanceproteinandautophagy-relatedsubunit14-domaincontainingprotein
gene_8213	flavin-containingmonooxygenase
gene_8250	lactosepermease
gene_8251	Glycosidehydrolasesuperfamily
gene_8273	RlpA-likedouble-psibeta-barrel-containingproteindomain-containingprotein
gene_8294	hypotheticalprotein
gene_8338	P-loopcontainingnucleosidetriphosphatehydrolaseprotein
gene_8378	Prion-inhibitionandpropagation-domaincontainingprotein
gene_8382	hypotheticalprotein
gene_8457	Permeaseforcytosine/purines%2Curacil%2Cthiamine%2Callantoin-domaincontainingprotein
gene_8460	hypotheticalprotein
gene_8483	hypotheticalprotein
gene_8510	Majorfacilitatorsuperfamilydomain-containingprotein
gene_8585	aconitatehydratase
gene_8602	SNAREdomain-containingprotein
gene_8607	hypotheticalprotein
gene_8614	Pex19proteinfamily-domaincontainingprotein
gene_8662	Glycosidehydrolasesuperfamily
gene_8702	hypotheticalprotein
gene_8768	dihydrodipicolinatesynthase
gene_8847	ubiquitin-conjugatingenzyme
gene_2460	hypotheticalprotein
gene_8941	SEC1familytransportproteinSLY1
gene_9016	malatesynthase
gene_9060	zinc-bindingdehydrogenase
gene_9122	Peptidyl-prolylcis-transisomerase-like1
gene_9152	phytoenedehydrogenase
gene_9158	chaperoneproteindnaK
gene_9207	endoplasmicreticulumvesicleprotein
gene_9248	replicationfactor-Aprotein
gene_9307	transcriptionelongationfactorSPT6
gene_9321	isocitratelyase
gene_9429	ubiquitincarboxyl-terminalhydrolase
gene_2462	Familyofunknownfunction(DUF706)-domaincontainingprotein
gene_9526	serine-threoninekinasereceptor-associatedprotein
gene_9548	mannose-6-phosphateisomerase
gene_2464	expressedprotein
gene_9567	peptidechainreleasefactor1
gene_9662	endoplasmicreticulummannosyl-oligosaccharide1%2C2-alpha-mannosidase
gene_9679	estradiol17-beta-dehydrogenase
gene_9709	glycosylhydrolasefamily3Nterminaldomain-containingprotein
gene_9741	FAD-bindingdomain-domaincontainingprotein
gene_9803	WDrepeat-containingprotein
gene_2470	hypotheticalprotein
gene_9821	vacuolarproteinsorting/targetingproteinPEP1
gene_9842	peroxisomalbiogenesisfactor6
gene_9872	coiled-coildomain-containingproteinMTMR15
gene_9875	acyl-CoAdehydrogenasefamilymember11
gene_205	expressedprotein
gene_9960	Homoserinedehydrogenase-domaincontainingprotein
gene_10000	hypotheticalprotein
gene_10008	54SribosomalproteinL6
gene_10018	canalicularmultispecificorganicaniontransporter1
gene_206	excitatoryaminoacidtransporter2
gene_10063	transmembraneandcoiled-coildomain-containingprotein
gene_10097	hypotheticalprotein
gene_10108	Generalsubstratetransporter
gene_10111	Sugar(andother)transporter-domaincontainingprotein
gene_10136	hypotheticalprotein
gene_10141	putativealdo-ketoreductase
gene_2480	Fungalspecifictranscriptionfactordomain-domaincontainingprotein
gene_10198	Sds3-like-domaincontainingprotein
gene_10209	hypotheticalprotein
gene_10261	Fungalspecifictranscriptionfactordomain-domaincontainingprotein
gene_10311	aromaticaminoacidaminotransferase
gene_10314	hypotheticalprotein
gene_10328	expressedprotein
gene_10366	NADH:flavinoxidoreductase/NADHoxidase
gene_10369	coatomersubunitbeta
gene_10400	mitochondrialimportproteinMMP37
gene_10412	myosinregulatorylightchaincdc4
gene_10425	nucleoporinNup157/170
gene_10428	galactose-1-phosphateuridylyltransferase
gene_10429	transcriptionaladapter2
gene_10438	dimethylanilinemonooxygenase
gene_10445	Fungalspecifictranscriptionfactordomain-domaincontainingprotein
gene_10468	hypotheticalprotein
gene_10472	Mono-functionalDNA-alkylatingmethylmethanesulfonateN-term-domaincontainingprotein
gene_10492	Aminoacid/polyaminetransporterI
gene_10493	polyamineoxidase
gene_10503	brefeldinAresistanceprotein
gene_10566	hypotheticalprotein
gene_10570	vacuolarproteinsorting-associatedprotein
gene_10576	ATP-dependentRNAhelicasemss116
gene_10586	RecF/RecN/SMC
gene_10590	NOL1/NOP2/sunfamilyprotein
gene_209	FADbindingdomain-containingprotein
gene_2491	EnolaseC-terminaldomain-likeprotein
gene_10668	SisterchromatidcohesionC-terminus-domaincontainingprotein
gene_2493	2-deoxy-D-gluconate3-dehydrogenase
gene_2494	2-dehydropantoate2-reductase
gene_10768	Majorfacilitatorsuperfamilydomain-containingprotein
gene_10784	hypotheticalprotein
gene_10798	dualspecificityphosphatase
gene_10879	hypotheticalprotein
gene_10888	Intradiolring-cleavagedioxygenase%2Ccore
gene_10921	GRAMdomain-containingprotein
gene_10932	NADP-dependentL-serine/L-allo-threoninedehydrogenaseydfG
gene_10933	dihydrodipicolinatesynthetasefamilyprotein
gene_10937	Proteinofunknownfunction(DUF1014)-domaincontainingprotein
gene_10949	HGH1protein
gene_10990	saponinhydrolaseprecursor
gene_11004	hypotheticalprotein
gene_11041	Oxidoreductase%2Cmolybdopterin-bindingdomain-containingprotein
gene_11051	putativeNADbindingRossmannfoldoxidoreductase
gene_2512	majorfacilitatorsuperfamilytransporter
gene_11094	expressedprotein
gene_11127	ATP-bindingcassettesub-familyGmember2
gene_11135	Glycosylhydrolase%2Cfive-bladedbeta-propellordomain-containingprotein
gene_11142	4-coumarate-CoAligase
gene_11146	calcium-dependentproteinkinase
gene_11172	arabinose-protonsymporter
gene_11238	translationalactivatorGCN1
gene_11262	integralmembraneprotein
gene_11372	acyltransferase
gene_11380	multidrugresistanceprotein
gene_11412	dolichylpyrophosphateGlc1Man9GlcNAc2alpha-1%2C3-glucosyltransferase
gene_11421	threonyl-tRNAsynthetase
gene_11447	TranslationproteinSH3-likedomain-containingprotein
gene_11457	RetrievalofearlyERproteinRer1
gene_11490	T-complexprotein1subunittheta
gene_11610	UAAtransporter
gene_11616	tRNA2'-phosphotransferase
gene_2516	expressedprotein
gene_11633	acetamidase
gene_11728	dihydrouridinesynthase
gene_11773	expressedprotein
gene_11798	thermostablebeta-glucosidaseB
gene_11808	synaptobrevin
gene_11825	replicationfactor-Aprotein
gene_11852	WDdomain-containingprotein
gene_11882	ku70protein
gene_2519	XAP5%2Ccircadianclockregulator-domaincontainingprotein
gene_2520	expressedprotein
gene_11892	hypotheticalprotein
gene_11896	myb-likeDNA-bindingdomain-containingprotein
gene_2521	expressedprotein
gene_2522	hypotheticalprotein
gene_11914	pre-mRNA-splicingfactorSYF1
gene_11928	DUF775domain-containingprotein
gene_11967	ThiFfamilyprotein
gene_2526	hypotheticalprotein
gene_12004	U3smallnucleolarRNA-associatedprotein
gene_12040	hypotheticalprotein
gene_12054	FACTcomplexsubunitpob-3
gene_12071	DUF803domainmembraneprotein
gene_2529	hypotheticalprotein
gene_12133	MOZ/SASfamilyprotein
gene_12147	Phospholipid:diacylglycerolacyltransferase
gene_12149	hypotheticalprotein
gene_12165	nrapprotein
gene_12214	GANP/Nin1/mts3/eIF-3p25familyprotein
gene_12248	alpha-galactosidase
gene_12271	condensin
gene_12317	Majorfacilitatorsuperfamilydomain-containingprotein
gene_12434	NucleoporinNup186/Nup192/Nup205
gene_12464	traffickingproteinparticlecomplexsubunit2
gene_12509	Spo76protein
gene_12510	D-xylulosekinase
gene_12526	Aminoacid/polyaminetransporterI
gene_12584	serinecarboxypeptidase
gene_12585	cleavageandpolyadenylationspecificityfactorsubunit5
gene_12691	hypotheticalprotein
gene_12825	dolichol-phosphatemannosyltransferase
gene_12841	retrograderegulationprotein2
gene_12854	HECT-domain-containingprotein
gene_12887	LUC7protein
gene_12899	hypotheticalprotein
gene_12921	niemann-pickC1protein
gene_12963	DNArepairproteinRAD14
gene_12984	hypotheticalprotein
gene_13024	Alpha/Betahydrolasefold
gene_13053	Generalsubstratetransporter
gene_13073	NADH-cytochromeb-5reductase
gene_13136	sulfatepermease
gene_13140	Acyltransferase/acylhydrolase/lysophospholipase
gene_13257	hypotheticalprotein
gene_13276	peptidasefamilyM28
gene_13277	TBCdomain-containingprotein
gene_2542	2%2C4-dihydroxyhept-2-ene-1%2C7-dioicacidaldolase-likeprotein
gene_13342	Aminoacid/polyaminetransporterI
gene_2541	expressedprotein
gene_13380	TRAF-typezincfingerprotein
gene_13490	gamma-glutamyltranspeptidase
gene_13504	RHD3/Sey1
gene_13518	aldo-ketoreductasefamily1memberC4
gene_13528	phosphatase
gene_2547	expressedprotein
gene_2545	expressedprotein
gene_13621	vesicletransportv-SNAREproteinvti1
gene_13641	hydroxymethylglutaryl-CoAlyase
gene_13706	ribonucleoside-diphosphatereductaselargechain
gene_33	Acyltransferasefamily-domaincontainingprotein
gene_55	E3ubiquitin-proteinligaseMARCH6
gene_83	hypotheticalprotein
gene_96	Delta(14)-sterolreductase
gene_114	riboflavintransporterMCH5
gene_124	starchbindingdomain-containingprotein
gene_170	pantothenatetransporterliz1
gene_174	endoalpha-1%2C4polygalactosaminidaseprecusor
gene_175	putativeMFSquinatetransporter
gene_229	chitindeacetylase
gene_230	ATPase
gene_267	hypotheticalprotein
gene_315	GMCoxidoreductase
gene_317	yeatsfamilyprotein
gene_340	YEATSfamily-domaincontainingprotein
gene_344	nucleosidetransporter
gene_371	Pyruvate/Phosphoenolpyruvatekinase-likedomain-containingprotein
gene_390	cyclohexanone1%2C2-monooxygenase
gene_407	lipase
gene_425	PXdomain-containingprotein
gene_460	translationinitiationinhibitor
gene_462	fungal-specifictranscriptionfactordomain-containingprotein
gene_491	camp-regulatedD2protein
gene_540	N-acetyltransferase
gene_591	hypotheticalprotein
gene_601	P-loopcontainingnucleosidetriphosphatehydrolaseprotein
gene_615	Armadillo-typefold
gene_646	flavocytochromec
gene_650	U5smallnuclearribonucleoproteincomponent
gene_215	Alpha/Betahydrolasefold
gene_691	Cutinase-domaincontainingprotein
gene_801	Majorfacilitatorsuperfamilydomain-containingprotein
gene_841	BCP1protein
gene_858	hypotheticalprotein
gene_865	hypotheticalprotein
gene_910	expressedprotein
gene_917	hypotheticalprotein
gene_937	SNF2familydomain-containingprotein
gene_947	hypotheticalprotein
gene_956	homogentisate1%2C2-dioxygenase
gene_214	peroxisomalhydratase-dehydrogenase-epimerase
gene_1002	lipase
gene_1007	HAD-likedomain-containingprotein
gene_1187	integralperoxisomalmembraneperoxin
gene_1199	OPToligopeptidetransporterprotein-domaincontainingprotein
gene_1233	hypotheticalprotein
gene_1313	peroxisomalmembraneproteinPAS20
gene_1319	sporulationprotein
gene_1381	retinal-specificATP-bindingcassettetransporter
gene_1396	fattyaciddesaturase
gene_1401	DnaJandTPRdomain-containingprotein
gene_2562	hypotheticalprotein
gene_1420	Adenylatecyclaseassociated(CAP)Nterminal-domaincontainingprotein
gene_1426	hypotheticalprotein
gene_1431	cystathioninebeta-lyase
gene_1435	GPIethanolaminephosphatetransferase1
gene_1446	acetyl-CoAacetyltransferase
gene_1465	F-boxandWDdomain-containingprotein
gene_1584	uracil-DNAglycosylase
gene_1629	T-complexprotein1subunitdelta
gene_1646	COP9signalosomecomplexsubunit4
gene_1667	endosomalproteinP24B
gene_1747	EXSfamilyprotein
gene_1874	Majorfacilitatorsuperfamilydomain-containingprotein
gene_1886	gephyrin
gene_1931	exosomecomplexexonucleaseRRP4
gene_1935	malonylCoA-acylcarrierproteintransacylase
gene_1956	JAB1/Mov34/MPN/PAD-1ubiquitinprotease-domaincontainingprotein
gene_2034	CWC16protein
gene_2073	putativeNADbindingRossmannfoldoxidoreductase
gene_2104	membranetransporter
gene_2255	glycosylhydrolasefamily38domain-containingprotein
gene_2328	Majorfacilitatorsuperfamilydomain-containingprotein
gene_2334	xylitoldehydrogenase
gene_2575	expressedprotein
gene_2343	hypotheticalprotein
gene_2364	Proteinofunknownfunction(DUF1077)-domaincontainingprotein
gene_2375	Glycosidehydrolasesuperfamily
gene_2389	sulfatase
gene_2402	SGE1protein
gene_2405	nonsense-mediatedmRNAdecayprotein
gene_2410	pentatricopeptiderepeatprotein
gene_2455	HIT-likedomain-containingprotein
gene_2495	dihydrodipicolinatesynthetase
gene_2557	TPRrepeat-containingprotein
gene_2571	Di/tripeptidetransporter2
gene_2573	cyclohexanonemonooxygenase
gene_2601	thermostablebeta-glucosidaseB
gene_2610	aldehydedehydrogenase
gene_2614	Majorfacilitatorsuperfamilydomain-containingprotein
gene_2616	Alpha/Betahydrolasefold
gene_2625	Glycosidehydrolasesuperfamily
gene_2578	putativealcoholdehydrogenase
gene_2680	putativeflavin-containingamineoxidase
gene_2701	copperamineoxidase
gene_2704	uroporphyrinogen-IIIC-methyltransferase
gene_2709	hypotheticalprotein
gene_2715	vacuolaraminoacidtransporter5
gene_2739	2-methylcitratesynthase
gene_2749	spermatogenesis-associatedprotein
gene_2756	26SproteasomeregulatorysubunitRPN5
gene_2757	RAVEsubunit2/Rogdi
gene_2763	hypotheticalprotein
gene_2842	hypotheticalprotein
gene_2870	Acyltransferase/acylhydrolase/lysophospholipase
gene_3023	Histone-fold-containingprotein
gene_3043	Mus7/MMS22family-domaincontainingprotein
gene_2583	NUDIXdomain-containingprotein
gene_3080	UDP-galactopyranosemutase
gene_3166	ribosomebiogenesisATPaseRIX7
gene_3202	VTCdomain-containingprotein
gene_3251	WD40-repeat-containingdomainprotein
gene_3260	Nup93/Nic96-domaincontainingprotein
gene_3269	hypotheticalprotein
gene_3283	hypotheticalprotein
gene_3293	hypotheticalprotein
gene_3298	hypotheticalprotein
gene_3366	hypotheticalprotein
gene_3369	GlycinecleavageH-protein-domaincontainingprotein
gene_3395	Majorfacilitatorsuperfamilydomain-containingprotein
gene_3404	ribosomebiogenesisproteinSSF1
gene_3407	Bacterialalpha-L-rhamnosidase-domaincontainingprotein
gene_3454	hypotheticalprotein
gene_3462	ribose5-phosphateisomerase
gene_3463	sorbosereductasesou1
gene_3469	Alpha/Betahydrolasefold
gene_3472	Generalsubstratetransporter
gene_2593	putativeTPA:cytochromeP450
gene_3500	hypotheticalprotein
gene_3539	40SribosomalproteinS8-B
gene_3545	chitinase
gene_3548	SGNHhydrolase-typeesterasedomain-containingprotein
gene_3605	phenylalanyl-tRNAsynthetase
gene_3609	WDrepeat-containingprotein
gene_3620	anthranilatesynthasecomponent1
gene_3720	ubiquinone/menaquinonebiosynthesismethyltransferase
gene_3728	endoglucanase
gene_3752	Domainofunknownfunction(DUF1741)-domaincontainingprotein
gene_3763	hypotheticalprotein
gene_3819	dynaminfamilyprotein
gene_3823	endosomalperipheralmembraneprotein
gene_3827	hypotheticalprotein
gene_3840	Glycosylhydrolase%2Cfive-bladedbeta-propellordomain-containingprotein
gene_3843	pectatelyase
gene_2598	Proteinofunknownfunction(DUF3636)-domaincontainingprotein
gene_3870	long-chain-fatty-acid-CoAligase
gene_3888	26SproteasomeregulatorysubunitRPN7
gene_2603	flagellarassociatedprotein
gene_3941	glucan1%2C3-beta-glucosidase
gene_3956	ClassIIaldolase/adducinN-terminal
gene_4021	RINGfingerprotein
gene_2605	expressedprotein
gene_4030	cellcyclecontrolproteincwf19
gene_4056	CytochromeP450
gene_4077	fungalcellulosebindingdomain-containingprotein
gene_4084	Chitinsynthase-domaincontainingprotein
gene_4087	salicylate1-monooxygenase
gene_4121	Fungalspecifictranscriptionfactordomain-domaincontainingprotein
gene_4147	hypotheticalprotein
gene_2609	expressedprotein
gene_4162	high-affinitynicotinicacidtransporter
gene_4202	phosphatasePSR1
gene_4288	1%2C3-beta-glucanosyltransferasegel2
gene_4298	family1glycosyltransferase
gene_4312	TUP1-likeenhancerofsplit-domaincontainingprotein
gene_4313	allantoatepermease
gene_4320	acetylcholinesterase
gene_4416	heatshockproteinSTI1
gene_4487	clock-controlled-9protein
gene_4518	D-arabinitol2-dehydrogenase
gene_4549	proline-specificpermease
gene_4607	hypotheticalprotein
gene_4642	26Sproteaseregulatorysubunit6A
gene_4704	tartratedehydrogenase/decarboxylase
gene_4710	WDdomain-containingprotein
gene_4725	ubiquinonebiosynthesismonooxygenaseCOQ6
gene_4726	NADH-ubiquinoneoxidoreductase49kDasubunit
gene_4749	thioredoxin
gene_4899	aldehydedehydrogenase-likeprotein
gene_4925	Set1complexcomponentswd1
gene_4944	isoleucyl-tRNAsynthetase
gene_4979	hypotheticalprotein
gene_5017	STB2protein
gene_5059	X-Prodipeptidyl-peptidaseprotein
gene_5069	mitochondrial-processingpeptidasesubunitbeta
gene_5072	histidinebiosynthesistrifunctionalprotein
gene_5100	glutamyl-tRNAsynthetase
gene_5122	TATAboxbindingproteinassociatedfactor
gene_5206	mechanosensitiveionchannelfamily
gene_5298	zincalcoholdehydrogenase
gene_5318	P-loopcontainingnucleosidetriphosphatehydrolaseprotein
gene_2624	expressedprotein
gene_5430	carbamoyl-phosphatesynthase
gene_5431	nuclearproteinlocalizationprotein4
gene_5521	mitoticcontrolproteindis3
gene_2627	glycolateoxidase
gene_5522	nuclearGTP-bindingproteinNUG1
gene_5582	RIC1-domaincontainingprotein
gene_5589	calcium-channelproteincch1
gene_5629	endopolygalacturonase
gene_5758	MajorFacilitatorSuperfamily-domaincontainingprotein
gene_2632	Alpha/Betahydrolasefold
gene_5802	calcium-transportingATPase
gene_5839	Aminotransferase
gene_5892	dihydroxyacetonekinase
gene_5965	minorextracellularproteasevpr
gene_5971	malicacidtransportprotein
gene_5976	Uncharacterizedalpha/betahydrolasedomain(DUF2235)-domaincontainingprotein
gene_5995	putativepre-mRNAprocessingsplicingfactor
gene_5996	eukaryotictranslationinitiationfactor3
gene_6026	elongationfactorTuGTPbindingdomain-containingprotein
gene_6055	NADH-cytochromeb5reductase1
gene_6057	Generalsubstratetransporter
gene_6069	cytochromeP45061
gene_6096	chitinsynthaseexportchaperone
gene_6121	dihydroxy-aciddehydratase
gene_6147	Alpha/Betahydrolasefold
gene_6151	naphthalene1%2C2-dioxygenasesubunitalpha
gene_6185	rRNAbiogenesisproteinRRP5
gene_6218	hypotheticalprotein
gene_6293	dihydrodipicolinatesynthase
gene_6295	galactonatedehydratase
gene_6337	putativealdehydedehydrogenase
gene_6349	thioesterasesuperfamilyprotein-likeprotein
gene_6356	hypotheticalprotein
gene_6359	GroES(chaperonin10)-likeprotein
gene_6369	Majorfacilitatorsuperfamilydomain-containingprotein
gene_6412	acyl-CoAdehydrogenase
gene_6436	40SribosomalproteinS20
gene_6468	methylmalonate-semialdehydedehydrogenasemitochondrialprecursor
gene_6600	U3smallnucleolarRNA-associatedprotein
gene_6642	INO80chromatinremodelingcomplexIes1
gene_6675	calciuminflux-promotingproteinehs1
gene_6681	putativeadenosinedeaminase
gene_6709	CRAL-TRIOdomain-containingprotein
gene_6721	bacterialalpha-L-rhamnosidasedomain-containingprotein
gene_6735	proteintyrosinekinase
gene_6754	prenylcysteineoxidase
gene_6766	DNApolymeraseepsiloncatalyticsubunitA
gene_6804	thiol-specificmonooxygenase
gene_2647	expressedprotein
gene_6876	lactoseregulatoryproteinLAC9
gene_6902	G2-specificproteinkinasenim-1
gene_6932	Proteinofunknownfunction(DUF1620)-domaincontainingprotein
gene_6981	DSBA-likethioredoxindomain-containingprotein
gene_7012	cerevisin
gene_7034	Bacterialalpha-L-rhamnosidase-domaincontainingprotein
gene_7038	ADAMfamilyofmetalloprotease-likeproteinADM-B
gene_7053	hypotheticalprotein
gene_7065	hypotheticalprotein
gene_7151	kinesin-II95kDasubunit
gene_7153	riboflavintransporterMCH5
gene_7187	ketoreductase
gene_2651	expressedprotein
gene_7212	PULdomain-containingprotein
gene_7258	Methionineaminopeptidase2homologVDBG_01708
gene_7279	homoserinekinase
