locus_id	protein_id	arath_lfc	arath_padj	barley_lfc	barley_padj	mtom_lfc	mtom_padj	arath_sig	mtom_sig	barley_sig	arath_induced	mtom_induced	barley_induced	induced_all	induced_arath	induced_arath.mtom	induced_mtom	induced_barley	induced_arath.barley	induced_mtom.barley	description	kogid	kogdefline	kogClass	kogGroup	gotermId	goName	gotermType	goAcc	ecNum	definition	catalyticActivity	cofactors	associatedDiseases	pathway	pathway_class	pathway_type	iprId	iprDesc	domainDb	domainId	domainDesc	numHits	domainStarts	domainEnds	score	CAZYName	CAZYbitscore	CAZYSubstrate	CAZYEnzymes	CAZYEC	SignalPepProb	Effector	MEROPS_description	MEROPS_unit	clusters
gene_11262	245734	-0.66317876	0.227599379	0.227336443	0.748127907	-0.146040534	0.869185557	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	integralmembraneprotein	KOG3912	Predicted integral membrane protein	General function prediction only 	POORLY CHARACTERIZED	140	Golgi membrane	cellular_component	GO:0000139	NA	NA	NA	NA	NA	NA	NA	NA	IPR007271	Nucleotide-sugar transporter	HMMPfam	PF04142	Nucleotide-sugar transporter	1	"132,"	"216,"	1.40E-07	NA	NA	NA	NA	NA	0.99	Non-effector	NA	NA	4
gene_11372	245851	0.22656631	0.781824652	-0.20491443	0.805967201	-0.207859777	0.748875895	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	acyltransferase	KOG2848	1-acyl-sn-glycerol-3-phosphate acyltransferase	Lipid transport and metabolism 	METABOLISM	5830	metabolic process	biological_process	GO:0008152	2.3.1.51	1-acylglycerol-3-phosphate O-acyltransferase.	"Acyl-CoA + 1-acyl-sn-glycerol 3-phosphate = CoA + 1,2-diacyl-sn-glycerol 3-phosphate."	\N	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC	IPR002123	Phospholipid/glycerol acyltransferase	HMMPfam	PF01553	Acyltransferase	1	"100,"	"216,"	1.10E-31	GT4	172.1	NA	NA	NA	NA	NA	NA	NA	4
gene_11380	245862	1.715516179	0.072391794	1.384677932	0.145258462	0.314264787	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	multidrugresistanceprotein	KOG0055	"Multidrug/pheromone exporter, ABC superfamily"	"Secondary metabolites biosynthesis, transport and catabolism "	METABOLISM	3736	ATP binding	molecular_function	GO:0005524	3.6.3.44	Xenobiotic-transporting ATPase.	ATP + H(2)O + xenobiotic(In) = ADP + phosphate + xenobiotic(Out).	\N	\N	\N	\N	\N	IPR003439	ABC transporter-like	HMMPfam	PF00005	ABC transporter	2	"456,1123,"	"613,1274,"	"5.3E-32,1.4E-31"	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_11412	245894	0.096484934	0.910838274	0.242798693	0.793322761	-0.194311043	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	dolichylpyrophosphateGlc1Man9GlcNAc2alpha-1%2C3-glucosyltransferase	KOG2576	Glucosyltransferase - Alg8p	Transcription 	INFORMATION STORAGE AND PROCESSING	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	IPR004856	"Glycosyl transferase, ALG6/ALG8"	HMMPfam	PF03155	"ALG6, ALG8 glycosyltransferase family"	1	"15,"	"492,"	9.30E-142	GT57	820.12	NA	NA	NA	NA	NA	NA	NA	4
gene_11421	245907	0.210737502	0.782403399	-0.255884595	0.788017201	-0.140817929	0.892127989	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	threonyl-tRNAsynthetase	KOG1637	Threonyl-tRNA synthetase	"Translation, ribosomal structure and biogenesis "	INFORMATION STORAGE AND PROCESSING	162	nucleotide binding	molecular_function	GO:0000166	6.1.1.3	Threonine--tRNA ligase.	ATP + L-threonine + tRNA(Thr) = AMP + diphosphate + L-threonyl- tRNA(Thr).	\N	\N	"Glycine, serine and threonine metabolism"	Amino Acid Metabolism	METABOLIC	IPR002314	"Aminoacyl-tRNA synthetase, class II (G/ H/ P/ S), conserved domain"	HMMPfam	PF00587	"tRNA synthetase class II core domain (G, H, P, S and T)"	1	"317,"	"476,"	1.10E-41	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_11447	245937	0.008328501	0.991321347	-0.828306193	0.235919591	-0.654960545	0.412714356	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TranslationproteinSH3-likedomain-containingprotein	KOG1698	Mitochondrial/chloroplast ribosomal protein L19	"Translation, ribosomal structure and biogenesis "	INFORMATION STORAGE AND PROCESSING	2227	structural constituent of ribosome	molecular_function	GO:0003735	NA	NA	NA	NA	NA	NA	NA	NA	IPR001857	Ribosomal protein L19	HMMPfam	PF01245	Ribosomal protein L19	1	"109,"	"187,"	1.60E-15	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_11457	245949	-1.937944755	0.000264145	-1.559191069	0.011465135	-1.567937756	0.040061353	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	RetrievalofearlyERproteinRer1	KOG1688	Golgi proteins involved in ER retention (RER)	"Intracellular trafficking, secretion, and vesicular transport "	CELLULAR PROCESSES AND SIGNALING	9321	integral to membrane	cellular_component	GO:0016021	NA	NA	NA	NA	NA	NA	NA	NA	IPR004932	Retrieval of early ER protein Rer1	HMMPfam	PF03248	Rer1 family	1	"14,"	"187,"	5.00E-80	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_11490	245983	1.643374754	0.02673099	0.451557186	0.608619421	0.397112143	0.670542305	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	T-complexprotein1subunittheta	KOG0362	"Chaperonin complex component, TCP-1 theta subunit (CCT8)"	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING	3727	protein binding	molecular_function	GO:0005515	NA	NA	NA	NA	NA	NA	NA	NA	IPR002423	Chaperonin Cpn60/TCP-1 family	HMMPfam	PF00118	TCP-1/cpn60 chaperonin family	1	"38,"	"530,"	2.20E-136	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_11610	246111	0.16598631	0.836178311	0.38644155	0.672564388	0.469741013	0.599862984	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	UAAtransporter	KOG1581	UDP-galactose transporter related protein	Carbohydrate transport and metabolism 	METABOLISM	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	IPR013657	UAA transporter	HMMPfam	PF08449	UAA transporter family	1	"66,"	"399,"	2.20E-71	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_11616	246120	0.198304395	0.781105486	0.101285235	NA	0.124408623	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	tRNA2'-phosphotransferase	KOG2278	RNA:NAD 2'-phosphotransferase TPT1	"Translation, ribosomal structure and biogenesis "	INFORMATION STORAGE AND PROCESSING	4535	tRNA splicing	biological_process	GO:0006388	NA	NA	NA	NA	NA	NA	NA	NA	IPR002745	Phosphotransferase KptA/Tpt1	HMMPfam	PF01885	"RNA 2'-phosphotransferase, Tpt1 / KptA family"	1	"45,"	"245,"	3.80E-61	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_2516	24006	0.213015087	NA	0.176739662	NA	0.166543822	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	expressedprotein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_11633	246134	-3.248699971	0.015229238	-1.346496355	0.181308778	-1.537990141	0.153370573	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	acetamidase	KOG1212	Amidases	Lipid transport and metabolism 	METABOLISM	10079	"carbon-nitrogen ligase activity, with glutamine as amido-N-donor"	molecular_function	GO:0016884	3.5.1.4	Amidase.	A monocarboxylic acid amide + H(2)O = a monocarboxylate + NH(3).	\N	\N	Tryptophan metabolism	Amino Acid Metabolism	METABOLIC	IPR000120	Amidase	HMMPfam	PF01425	Amidase	1	"74,"	"543,"	4.00E-99	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_11728	246219	-0.641882329	0.356788618	-1.34764355	0.149603783	-0.882057911	0.342688429	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	dihydrouridinesynthase	KOG2335	tRNA-dihydrouridine synthase	"Translation, ribosomal structure and biogenesis "	INFORMATION STORAGE AND PROCESSING	5721	tRNA processing	biological_process	GO:0008033	NA	NA	NA	NA	NA	NA	NA	NA	IPR001269	tRNA-dihydrouridine synthase	HMMPfam	PF01207	Dihydrouridine synthase (Dus)	1	"37,"	"287,"	8.20E-57	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_11773	246245	0.151314153	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	expressedprotein	NA	NA	NA	NA	2196	transcription factor activity	molecular_function	GO:0003700	5.3.3.5	Cholestenol delta-isomerase.	5-alpha-cholest-7-en-3-beta-ol = 5-alpha-cholest-8-en-3-beta-ol.	\N	\N	Sterol biosynthesis	Lipid Metabolism	METABOLIC	IPR001138	Zn(2)-C6 fungal-type DNA-binding domain	HMMPfam	PF00172	Fungal Zn(2)-Cys(6) binuclear cluster domain	1	"54,"	"87,"	3.00E-08	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_11798	246280	0.360727539	NA	-0.067908185	NA	-0.054904704	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	thermostablebeta-glucosidaseB	NA	NA	NA	NA	2933	"hydrolase activity, hydrolyzing O-glycosyl compounds"	molecular_function	GO:0004553	3.2.1.21	Beta-glucosidase.	"Hydrolysis of terminal, non-reducing beta-D-glucose residues with release of beta-D-glucose."	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC	IPR001764	"Glycoside hydrolase, family 3, N-terminal"	HMMPfam	PF00933	Glycosyl hydrolase family 3 N terminal domain	1	"30,"	"280,"	7.60E-87	GH3	1190.25	peptidoglycan;beta-glucan;xyloglucan;polyphenol;xylan;host glycan;chitin;arabinan	"beta-N-acetylglucosaminide phosphorylases;exo-1,3-1,4-glucanase;beta-1,2-glucosidase;beta-1,3-glucosidase;isoprimeverose-producing oligoxyloglucan hydrolase;coniferin beta-glucosidase;xyloglucan-specific exo-beta-1,4-glucanase / exo-xyloglucanase;protodioscin 26-O-Î²-D-glucosidase;beta-glucosidase;xylan 1,4-beta-xylosidase;beta-glucosylceramidase;beta-N-acetylhexosaminidase;alpha-L-arabinofuranosidase;lichenase / endo-beta-1,3-1,4-glucanase;glucan 1,4-beta-glucosidase"	2.4.1.-;3.2.1.-;3.2.1.120;3.2.1.126;3.2.1.155;3.2.1.186;3.2.1.21;3.2.1.37;3.2.1.45;3.2.1.52;3.2.1.55;3.2.1.73;3.2.1.74	NA	NA	NA	NA	4
gene_11808	246291	-1.118000475	0.050649863	-0.252221745	0.742699103	-0.541793925	0.469912958	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	synaptobrevin	KOG0859	Synaptobrevin/VAMP-like protein	"Intracellular trafficking, secretion, and vesicular transport "	CELLULAR PROCESSES AND SIGNALING	9321	integral to membrane	cellular_component	GO:0016021	NA	NA	NA	NA	NA	NA	NA	NA	IPR001388	Synaptobrevin	HMMPfam	PF00957	Synaptobrevin	1	"150,"	"235,"	1.30E-31	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_11825	246320	-0.335482382	0.65340957	-0.593313851	0.502828005	-0.486594994	0.591528749	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	replicationfactor-Aprotein	KOG3108	"Single-stranded DNA-binding replication protein A (RPA), medium (30 kD) subunit"	"Replication, recombination and repair "	INFORMATION STORAGE AND PROCESSING	2175	nucleic acid binding	molecular_function	GO:0003676	NA	NA	NA	NA	NA	NA	NA	NA	IPR004365	"OB-fold nucleic acid binding domain, AA-tRNA synthetase-type"	HMMPfam	PF01336	OB-fold nucleic acid binding domain	1	"79,"	"156,"	1.10E-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_11852	246363	-0.520931762	0.478352834	-0.93091306	0.315798328	-0.530211553	0.57221051	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	WDdomain-containingprotein	KOG1539	WD repeat protein	General function prediction only 	POORLY CHARACTERIZED	4513	rRNA processing	biological_process	GO:0006364	NA	NA	NA	NA	NA	NA	NA	NA	IPR001680	WD40 repeat	HMMPfam	PF00400	"WD domain, G-beta repeat"	3	"378,621,700,"	"419,650,735,"	"0.0065,8.1E-4,1.4E-5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_11882	246404	0.345183483	0.653982818	0.269375577	0.752614771	-0.072986901	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	ku70protein	KOG2327	DNA-binding subunit of a DNA-dependent protein kinase (Ku70 autoantigen)	"Replication, recombination and repair "	INFORMATION STORAGE AND PROCESSING	2175	nucleic acid binding	molecular_function	GO:0003676	NA	NA	NA	NA	NA	NA	NA	NA	IPR003034	SAP domain	HMMPfam	PF02037	SAP domain	1	"611,"	"645,"	2.10E-10	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_2519	24034	0.453320671	0.557405231	-0.490184026	0.515002135	-0.176231281	0.823527904	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	XAP5%2Ccircadianclockregulator-domaincontainingprotein	KOG2894	Uncharacterized conserved protein XAP-5	Function unknown 	POORLY CHARACTERIZED	3838	nucleus	cellular_component	GO:0005634	NA	NA	NA	NA	NA	NA	NA	NA	IPR007005	XAP5 protein	HMMPfam	PF04921	"XAP5, circadian clock regulator"	1	"77,"	"347,"	6.90E-78	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_2520	24035	0.109159612	0.898171737	-0.029862097	0.974978076	0.265789757	0.790703283	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	expressedprotein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_11892	246422	0.151314153	NA	0.184111746	NA	0.166543822	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	hypotheticalprotein	KOG0725	Reductases with broad range of substrate specificities	General function prediction only 	POORLY CHARACTERIZED	5830	metabolic process	biological_process	GO:0008152	1.1.1.100	3-oxoacyl-[acyl-carrier protein] reductase.	(3R)-3-hydroxyacyl-[acyl-carrier protein] + NADP(+) = 3-oxoacyl- [acyl-carrier protein] + NADPH.	\N	\N	Fatty acid biosynthesis (path 1)	Lipid Metabolism	METABOLIC	\N	\N	HMMPfam	PF13561	Enoyl-(Acyl carrier protein) reductase	1	"18,"	"267,"	2.10E-28	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_11896	246423	0.605930426	0.393881299	0.184921159	0.851786566	0.628758556	0.468993059	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	myb-likeDNA-bindingdomain-containingprotein	KOG0050	mRNA splicing protein CDC5 (Myb superfamily)	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING	2176	DNA binding	molecular_function	GO:0003677	NA	NA	NA	NA	NA	NA	NA	NA	IPR021786	Domain of unknown function DUF3351	HMMPfam	PF11831	pre-mRNA splicing factor component	1	"422,"	"626,"	1.00E-59	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_2521	24037	0.959001612	0.213687115	0.399243355	0.654916415	-0.099075159	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	expressedprotein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_2522	24038	4.845306691	0.000258634	0.790590346	0.242406219	1.277692554	0.146744261	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	hypotheticalprotein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	Cytoplasmic effector	NA	NA	4
gene_11914	246448	-0.016938582	0.980437673	0.084505002	0.932377351	0.124021831	0.906366402	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	pre-mRNA-splicingfactorSYF1	KOG2047	mRNA splicing factor	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING	3827	intracellular	cellular_component	GO:0005622	NA	NA	NA	NA	NA	NA	NA	NA	IPR003107	HAT (Half-A-TPR) repeat	SMART	SM00386	HAT (Half-A-TPR) repeats	10	"52,95,128,279,382,422,546,583,655,691,"	"83,127,163,314,420,458,580,617,689,725,"	"3.9,0.41,680.0,0.013,700.0,0.0016,42.0,0.77,110.0,40.0"	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_11928	246473	-1.2263425	0.108075516	-0.751393665	0.388260768	-0.340778328	0.728867701	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	DUF775domain-containingprotein	KOG4067	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	IPR008493	Protein of unknown function DUF775	HMMPfam	PF05603	Protein of unknown function (DUF775)	1	"7,"	"202,"	3.70E-52	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_11967	246523	0.461933259	0.548823271	-0.143874085	NA	-0.256628211	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	ThiFfamilyprotein	KOG2014	"SMT3/SUMO-activating complex, AOS1/RAD31 component"	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING	4598	protein modification process	biological_process	GO:0006464	6.3.2.19	Ubiquitin--protein ligase.	ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.	\N	\N	\N	\N	\N	IPR000594	UBA/THIF-type NAD/FAD binding fold	HMMPfam	PF00899	ThiF family	1	"143,"	"273,"	3.70E-15	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_2526	24051	0.869584272	0.245386152	-0.234886832	0.798830452	-0.17515908	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	hypotheticalprotein	NA	NA	NA	NA	2196	transcription factor activity	molecular_function	GO:0003700	NA	NA	NA	NA	NA	NA	NA	NA	IPR001138	Zn(2)-C6 fungal-type DNA-binding domain	HMMPfam	PF00172	Fungal Zn(2)-Cys(6) binuclear cluster domain	1	"20,"	"55,"	5.90E-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_12004	246583	0.496728609	0.517244633	-0.477608521	NA	-0.261097077	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	U3smallnucleolarRNA-associatedprotein	KOG1837	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED	3708	binding	molecular_function	GO:0005488	NA	NA	NA	NA	NA	NA	NA	NA	IPR012954	"BP28, C-terminal domain"	HMMPfam	PF08146	BP28CT (NUC211) domain	1	"1511,"	"1664,"	9.60E-36	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_12040	246657	0.417466278	0.549997562	0.095733358	NA	0.386452449	NA	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	hypotheticalprotein	NA	NA	NA	NA	2196	transcription factor activity	molecular_function	GO:0003700	NA	NA	NA	NA	NA	NA	NA	NA	IPR001138	Zn(2)-C6 fungal-type DNA-binding domain	ProSitePatterns	PS00463	Zn(2)-C6 fungal-type DNA-binding domain signature.	1	"13,"	"44,"	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_12054	246690	-0.193079916	0.791571886	-0.350902775	0.698868645	-0.259780603	0.796348952	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FACTcomplexsubunitpob-3	KOG0526	"Nucleosome-binding factor SPN, POB3 subunit"	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING	2176	DNA binding	molecular_function	GO:0003677	NA	NA	NA	NA	NA	NA	NA	NA	IPR024954	SSRP1 domain	HMMPfam	PF03531	Structure-specific recognition protein (SSRP1)	1	"73,"	"322,"	9.10E-74	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_12071	246721	0.023853189	0.977848139	0.313404231	0.740844397	0.629576524	0.4621428	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	DUF803domainmembraneprotein	KOG2922	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	IPR008521	Magnesium transporter NIPA	HMMPfam	PF05653	Magnesium transporter NIPA	1	"154,"	"404,"	1.60E-57	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_2529	24077	-0.098893854	0.907983503	-0.14973997	0.879652458	0.562239474	0.54138174	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	hypotheticalprotein	NA	NA	NA	NA	2196	transcription factor activity	molecular_function	GO:0003700	NA	NA	NA	NA	NA	NA	NA	NA	IPR001138	Zn(2)-C6 fungal-type DNA-binding domain	HMMPfam	PF00172	Fungal Zn(2)-Cys(6) binuclear cluster domain	1	"30,"	"64,"	1.00E-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_12133	246848	-0.23321961	0.759446705	-0.324769724	0.732758734	-0.144762793	0.890900994	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	MOZ/SASfamilyprotein	KOG2747	Histone acetyltransferase (MYST family)	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING	3727	protein binding	molecular_function	GO:0005515	2.3.1.48	Histone acetyltransferase.	Acetyl-CoA + histone = CoA + acetyl-histone.	\N	\N	\N	\N	\N	IPR002717	MOZ/SAS-like protein	HMMPfam	PF01853	MOZ/SAS family	1	"554,"	"743,"	1.40E-78	GH125	252.3	alpha-mannan	"exo-alpha-1,6-mannosidase"	3.2.1.-	NA	NA	NA	NA	4
gene_12147	246865	0.11774477	0.877915771	0.994291828	0.136215898	0.388550409	0.660485358	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Phospholipid:diacylglycerolacyltransferase	KOG2369	Lecithin:cholesterol acyltransferase (LCAT)/Acyl-ceramide synthase	Lipid transport and metabolism 	METABOLISM	2981	phosphatidylcholine-sterol O-acyltransferase activity	molecular_function	GO:0004607	NA	NA	NA	NA	NA	NA	NA	NA	IPR003386	Lecithin:cholesterol/phospholipid:diacylglycerol acyltransferase	HMMPfam	PF02450	Lecithin:cholesterol acyltransferase	1	"146,"	"586,"	7.00E-99	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_12149	246871	-1.118437843	0.178500507	0.044221696	0.965774203	-1.086017237	0.236940329	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	hypotheticalprotein	KOG0280	Uncharacterized conserved protein	Amino acid transport and metabolism 	METABOLISM	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	IPR001680	WD40 repeat	HMMPfam	PF00400	"WD domain, G-beta repeat"	1	"248,"	"284,"	0.057	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_12165	246895	-0.736130114	0.328797936	-0.607165072	0.495566664	-0.275271028	0.78688504	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	nrapprotein	KOG2054	Nucleolar RNA-associated protein (NRAP)	Function unknown 	POORLY CHARACTERIZED	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	IPR005554	Nrap protein	HMMPfam	PF03813	Nrap protein	1	"113,"	"1089,"	7.70E-299	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
gene_12214	246949	-0.171591296	0.811653282	-0.163310587	0.855851531	-0.297472837	0.749623013	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	GANP/Nin1/mts3/eIF-3p25familyprotein	KOG3151	"26S proteasome regulatory complex, subunit RPN12/PSMD8"	"Posttranslational modification, protein turnover, chaperones "	CELLULAR PROCESSES AND SIGNALING	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	IPR005062	SAC3/GANP/Nin1/mts3/eIF-3 p25	HMMPfam	PF03399	SAC3/GANP/Nin1/mts3/eIF-3 p25 family	1	"56,"	"214,"	1.40E-25	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
