locus_name	CAZYName
gene_7310	NA
gene_7336	NA
gene_7343	GH78
gene_7366	NA
gene_7409	NA
gene_7415	NA
gene_7456	NA
gene_7481	GT1
gene_7487	NA
gene_7503	NA
gene_7505	NA
gene_7507	NA
gene_7516	NA
gene_7550	GH152
gene_2657	NA
gene_7605	NA
gene_7611	NA
gene_7616	NA
gene_7624	NA
gene_7627	NA
gene_7644	NA
gene_2664	NA
gene_2665	NA
gene_7738	GT4
gene_7749	NA
gene_7764	NA
gene_7772	NA
gene_7801	NA
gene_7831	NA
gene_7841	NA
gene_7847	NA
gene_7898	GT9
gene_7956	NA
gene_7960	AA3_1
gene_7974	NA
gene_7979	GH2
gene_7983	GH3
gene_8026	NA
gene_8081	NA
gene_8097	GH72
gene_8147	NA
gene_2669	NA
gene_8171	NA
gene_8173	NA
gene_8178	NA
gene_8189	GT31
gene_8195	NA
gene_8238	NA
gene_8240	NA
gene_8255	NA
gene_8256	CBM50
gene_8262	NA
gene_8292	GH18
gene_8295	NA
gene_8296	NA
gene_8333	NA
gene_8340	NA
gene_8354	NA
gene_2671	NA
gene_8371	NA
gene_8377	NA
gene_8381	NA
gene_8417	NA
gene_8471	NA
gene_2673	NA
gene_8501	NA
gene_8526	NA
gene_8534	NA
gene_8540	NA
gene_8544	NA
gene_8558	NA
gene_8595	NA
gene_8687	GH72
gene_8690	NA
gene_8703	NA
gene_8735	NA
gene_8790	NA
gene_8799	NA
gene_8858	NA
gene_8944	NA
gene_8948	NA
gene_9019	NA
gene_2692	NA
gene_9072	NA
gene_9212	NA
gene_9264	NA
gene_9276	NA
gene_9290	NA
gene_9308	NA
gene_9312	NA
gene_9344	NA
gene_9406	NA
gene_9409	NA
gene_9483	NA
gene_9484	NA
gene_9486	NA
gene_9534	NA
gene_9542	GT2
gene_9561	NA
gene_9575	NA
gene_9588	AA2
gene_9650	NA
gene_9655	NA
gene_2697	NA
gene_9712	NA
gene_9719	NA
gene_2699	NA
gene_9778	NA
gene_9798	NA
gene_9820	NA
gene_9861	NA
gene_9880	NA
gene_9887	NA
gene_9922	NA
gene_9930	NA
gene_9949	NA
gene_2702	GT32
gene_9955	NA
gene_2703	NA
gene_9984	NA
gene_9999	NA
gene_10014	NA
gene_10066	NA
gene_10086	CE18
gene_2708	GH55_2
gene_10106	NA
gene_10107	NA
gene_10128	GH5_16
gene_10156	NA
gene_10162	NA
gene_10206	NA
gene_10257	NA
gene_10263	NA
gene_10281	NA
gene_10329	NA
gene_10358	GH154
gene_10370	NA
gene_10405	NA
gene_10413	NA
gene_10419	NA
gene_2712	NA
gene_10456	NA
gene_10475	NA
gene_10511	NA
gene_10518	NA
gene_10563	NA
gene_10569	NA
gene_10589	NA
gene_10606	NA
gene_10625	GH78
gene_10705	NA
gene_231	GT31
gene_10767	GH43_14
gene_10796	GT22
gene_10805	NA
gene_2714	NA
gene_10807	NA
gene_10821	NA
gene_10827	NA
gene_10833	NA
gene_10844	NA
gene_10856	NA
gene_10882	NA
gene_10884	NA
gene_10887	NA
gene_10928	NA
gene_10955	NA
gene_11042	GH115
gene_11045	NA
gene_11048	NA
gene_11067	NA
gene_11089	NA
gene_11188	NA
gene_11190	NA
gene_11266	NA
gene_11290	NA
gene_11291	NA
gene_11301	NA
gene_11303	NA
gene_11356	NA
gene_11392	GT1
gene_2719	NA
gene_11513	NA
gene_11580	NA
gene_11586	NA
gene_2723	NA
gene_2724	NA
gene_11716	NA
gene_11749	NA
gene_11768	NA
gene_11779	NA
gene_11788	NA
gene_11807	NA
gene_11820	NA
gene_11831	NA
gene_2726	NA
gene_11851	NA
gene_11872	NA
gene_11887	NA
gene_11935	NA
gene_11940	NA
gene_11973	NA
gene_11999	NA
gene_12006	NA
gene_12007	NA
gene_12009	NA
gene_12043	NA
gene_12063	NA
gene_2730	NA
gene_12073	NA
gene_12107	NA
gene_2732	GT4
gene_12246	GT20
gene_12274	NA
gene_12278	GH114
gene_12334	NA
gene_12339	NA
gene_12396	NA
gene_12403	NA
gene_12426	NA
gene_2738	NA
gene_12437	NA
gene_12566	NA
gene_12612	NA
gene_12614	NA
gene_12677	NA
gene_12686	NA
gene_12687	NA
gene_2740	NA
gene_12709	NA
gene_12744	NA
gene_233	NA
gene_12797	AA3_1
gene_12888	NA
gene_12900	NA
gene_12922	NA
gene_13007	NA
gene_13016	NA
gene_13096	NA
gene_13142	GH31_4
gene_13143	GH32
gene_13149	NA
gene_13154	NA
gene_13158	NA
gene_13163	NA
gene_13235	NA
gene_13240	NA
gene_2745	GT57
gene_13278	NA
gene_13285	NA
gene_13323	NA
gene_13332	NA
gene_13495	GT22
gene_13550	NA
gene_13578	NA
gene_13613	NA
gene_13638	GH130_3
gene_13724	NA
gene_2753	NA
gene_2755	NA
gene_2769	NA
gene_2777	NA
gene_2778	NA
gene_2785	NA
gene_2795	NA
gene_2	NA
gene_5	NA
gene_6	NA
gene_8	NA
gene_20	NA
gene_25	NA
gene_27	NA
gene_36	NA
gene_37	NA
gene_41	NA
gene_61	NA
gene_63	NA
gene_2799	NA
gene_65	GH43_26
gene_66	GH43_26
gene_69	NA
gene_70	NA
gene_71	NA
gene_73	NA
gene_74	NA
gene_75	NA
gene_80	NA
gene_82	NA
gene_87	NA
gene_89	NA
gene_95	GH3
gene_97	NA
gene_102	NA
gene_105	NA
gene_106	NA
gene_119	NA
gene_127	NA
gene_132	NA
gene_237	NA
gene_133	GT23
gene_134	NA
gene_137	NA
gene_138	NA
gene_146	NA
gene_153	NA
gene_154	NA
gene_159	NA
gene_166	NA
gene_172	NA
gene_176	NA
gene_183	NA
gene_185	NA
gene_190	NA
gene_193	GH31_15
gene_196	NA
gene_197	NA
gene_198	NA
gene_199	NA
gene_212	NA
gene_213	NA
gene_216	NA
gene_221	NA
gene_226	NA
gene_227	AA1_3
gene_240	NA
gene_241	NA
gene_245	NA
gene_246	NA
gene_259	AA11
gene_260	NA
gene_266	NA
gene_273	NA
gene_277	PL11_2
gene_278	NA
gene_279	NA
gene_284	NA
gene_289	NA
gene_290	NA
gene_295	NA
gene_296	NA
gene_305	NA
gene_306	NA
gene_313	NA
gene_314	NA
gene_318	NA
gene_322	NA
gene_324	CE16
gene_325	NA
gene_326	NA
gene_329	NA
gene_350	NA
gene_351	NA
gene_358	NA
gene_367	NA
gene_368	NA
gene_370	NA
gene_374	NA
gene_389	NA
gene_393	NA
gene_395	NA
gene_398	NA
gene_403	GH31
gene_406	NA
gene_412	GH28
gene_413	NA
gene_414	NA
gene_420	NA
gene_424	NA
gene_427	NA
gene_428	NA
gene_433	NA
gene_438	NA
gene_443	NA
gene_448	NA
gene_449	NA
gene_467	NA
gene_472	NA
gene_473	NA
gene_481	NA
gene_493	NA
gene_494	PL35
gene_500	NA
gene_501	NA
gene_507	NA
gene_514	NA
gene_518	NA
gene_520	NA
gene_529	NA
gene_530	NA
gene_531	NA
gene_537	NA
gene_542	NA
gene_545	NA
gene_551	NA
gene_555	NA
gene_556	NA
gene_559	NA
gene_560	NA
gene_561	NA
gene_563	NA
gene_564	NA
gene_565	NA
gene_569	NA
gene_574	NA
gene_580	GT4
gene_581	NA
gene_582	NA
gene_583	NA
gene_587	NA
gene_588	NA
gene_589	NA
gene_592	NA
gene_599	NA
gene_600	NA
gene_602	NA
gene_605	NA
gene_613	NA
gene_620	NA
gene_621	NA
gene_624	GT34
gene_626	NA
gene_629	NA
gene_632	NA
gene_638	NA
gene_640	NA
gene_644	NA
gene_2805	NA
gene_648	NA
gene_649	NA
gene_651	NA
gene_654	NA
gene_663	NA
gene_671	NA
gene_2803	NA
gene_2802	NA
gene_683	NA
gene_684	NA
gene_690	NA
gene_692	NA
gene_2806	NA
gene_698	NA
gene_699	NA
gene_707	NA
gene_710	NA
gene_2807	NA
gene_722	NA
gene_724	NA
gene_725	NA
gene_726	NA
gene_728	AA0
gene_734	NA
gene_737	NA
gene_745	NA
gene_746	NA
gene_747	CBM21
gene_752	NA
gene_754	NA
gene_758	CE16
gene_763	NA
gene_781	NA
gene_783	NA
gene_786	NA
gene_789	NA
gene_793	NA
gene_800	NA
gene_802	NA
gene_809	NA
gene_812	NA
gene_813	NA
gene_820	NA
gene_821	NA
gene_833	NA
gene_834	NA
gene_837	NA
gene_848	NA
gene_854	NA
gene_857	NA
gene_859	NA
gene_869	NA
gene_874	NA
gene_875	NA
gene_2808	NA
gene_883	NA
gene_886	NA
gene_892	NA
gene_899	NA
gene_903	NA
gene_908	NA
gene_909	NA
gene_916	GH0
gene_927	NA
gene_928	NA
gene_929	NA
gene_934	NA
gene_942	NA
gene_944	NA
gene_950	NA
gene_951	NA
gene_953	NA
gene_954	NA
gene_958	NA
gene_962	NA
gene_972	NA
gene_974	NA
gene_975	NA
gene_979	NA
gene_984	NA
gene_990	NA
gene_991	NA
gene_992	NA
gene_993	NA
gene_994	NA
gene_1001	NA
gene_1006	NA
gene_1024	NA
gene_1026	NA
gene_1027	NA
gene_1030	GT64
gene_2811	NA
gene_1050	NA
gene_1057	NA
gene_1064	NA
gene_1065	NA
gene_1066	NA
gene_1067	NA
gene_1071	NA
gene_1072	NA
gene_1075	NA
gene_1079	NA
gene_1084	NA
gene_1085	NA
gene_1088	NA
gene_1089	NA
gene_1103	NA
gene_1111	NA
gene_1115	NA
gene_1117	NA
gene_1123	NA
gene_1139	CE16
gene_1149	NA
gene_1150	NA
gene_1155	NA
gene_1161	NA
gene_1163	NA
gene_1166	NA
gene_1167	NA
gene_1168	NA
gene_1171	NA
gene_1172	NA
gene_1173	AA3_2
gene_1174	NA
gene_1183	NA
gene_1186	NA
gene_1194	NA
gene_1195	NA
gene_1202	GH32
gene_1203	NA
gene_1211	NA
gene_1216	NA
gene_1217	NA
gene_1218	NA
gene_1222	NA
gene_1228	NA
gene_1236	NA
gene_1238	NA
gene_1242	NA
gene_1245	NA
gene_1250	NA
gene_1252	NA
gene_1253	NA
gene_1264	NA
gene_1268	NA
gene_1270	NA
gene_1277	NA
gene_1283	NA
gene_1286	NA
gene_1288	NA
gene_1292	NA
gene_1293	NA
gene_1294	NA
gene_1298	NA
gene_1312	NA
gene_1320	NA
gene_1332	NA
gene_1334	NA
gene_1337	NA
gene_1338	CE16
gene_1343	NA
gene_1344	NA
gene_1347	NA
gene_1355	NA
gene_1362	NA
gene_1363	NA
gene_1364	NA
gene_1369	NA
gene_1370	NA
gene_2815	NA
gene_1379	NA
gene_1380	NA
gene_1385	NA
gene_1386	NA
gene_1393	NA
gene_1394	NA
gene_1395	GT2
gene_1402	GT20
gene_1403	NA
gene_1407	NA
gene_1411	GH39
gene_1412	NA
gene_1413	NA
gene_1414	GT2
gene_1415	NA
gene_1428	NA
gene_1429	NA
gene_1432	NA
gene_1434	NA
gene_1440	NA
gene_1445	PL1_1
gene_1450	NA
gene_1453	NA
gene_1456	NA
gene_1457	NA
gene_1467	NA
gene_1468	NA
gene_1471	NA
gene_1475	NA
gene_1476	GH16_2
gene_1477	NA
gene_1479	NA
gene_1480	NA
gene_1499	NA
gene_1500	NA
gene_1501	NA
gene_1503	NA
gene_1504	NA
gene_1505	NA
gene_1510	NA
gene_2817	NA
gene_1515	NA
gene_1519	NA
gene_1520	NA
gene_1536	NA
gene_1546	NA
gene_1548	GH5_15
gene_1549	NA
gene_1551	GT43
gene_1557	NA
gene_1565	NA
gene_1567	NA
gene_1569	NA
gene_1574	NA
gene_1576	NA
gene_1579	NA
gene_2818	NA
gene_1583	NA
gene_1585	NA
gene_1589	GT1
gene_1598	NA
gene_1601	NA
gene_1612	NA
gene_1617	NA
gene_1618	NA
gene_1620	NA
gene_1621	NA
gene_1622	NA
gene_1623	NA
gene_1625	NA
gene_1635	NA
gene_1638	NA
gene_1641	GT34
gene_1643	NA
gene_1644	NA
gene_1645	NA
gene_1647	NA
gene_1648	NA
gene_1654	GH13_17
gene_1661	GH3
gene_2821	NA
gene_1663	NA
gene_1665	NA
gene_1669	NA
gene_1670	NA
gene_1671	NA
gene_1676	NA
gene_1677	NA
gene_1679	NA
gene_1684	GT31
gene_1685	NA
gene_1691	NA
gene_1700	NA
gene_1710	NA
gene_1718	NA
gene_1725	NA
gene_1729	NA
gene_1730	NA
gene_1731	NA
gene_1735	NA
gene_1736	NA
gene_1744	NA
gene_1753	NA
gene_1768	NA
gene_1769	NA
gene_1776	NA
gene_1777	NA
gene_1779	NA
gene_1783	NA
gene_1784	NA
gene_1785	NA
gene_1791	NA
gene_1792	NA
gene_1794	NA
gene_1797	NA
gene_1808	NA
gene_1818	NA
gene_1819	NA
gene_1829	NA
gene_1830	NA
gene_1831	NA
gene_1833	NA
gene_1834	NA
gene_1835	NA
gene_1836	NA
gene_1843	NA
gene_1847	NA
gene_1853	NA
gene_1863	NA
gene_1866	NA
gene_1869	GH13_17
gene_1871	NA
gene_1882	NA
gene_1887	GH37
gene_1892	NA
gene_1893	NA
gene_1896	NA
gene_1902	NA
gene_1907	NA
gene_1919	NA
gene_1922	NA
gene_1923	NA
gene_1927	NA
gene_1933	NA
gene_1937	NA
gene_1938	NA
gene_1944	NA
gene_1947	NA
gene_1953	NA
gene_1954	NA
gene_1958	NA
gene_1959	NA
gene_1966	NA
gene_1973	NA
gene_1975	NA
gene_1979	NA
gene_1983	NA
gene_1986	NA
gene_1993	NA
gene_2003	NA
gene_2004	NA
gene_2017	NA
gene_2018	NA
gene_2825	GH12
gene_2024	NA
gene_2030	NA
gene_2033	NA
gene_2044	NA
gene_2045	NA
gene_2064	NA
gene_2065	NA
gene_2068	NA
gene_2069	NA
gene_2075	NA
gene_2077	NA
gene_2080	NA
gene_2089	NA
gene_2107	NA
gene_2109	NA
gene_2110	NA
gene_2114	NA
gene_2118	NA
gene_2130	NA
gene_2132	NA
gene_2134	NA
gene_2136	NA
gene_2142	NA
gene_2143	NA
gene_2160	NA
gene_2161	NA
gene_2163	NA
gene_2167	NA
gene_2168	NA
gene_2172	NA
gene_2187	NA
gene_2188	GT22
gene_2189	NA
gene_2201	NA
gene_2202	NA
gene_2203	NA
gene_2204	NA
gene_2829	NA
gene_2221	NA
gene_2234	NA
gene_2235	NA
gene_2241	NA
gene_2242	NA
gene_2243	NA
gene_2248	NA
gene_2251	NA
gene_2266	NA
gene_2268	GT30
gene_2277	NA
gene_2278	GT1
gene_2281	NA
gene_2283	NA
gene_2287	GT57
gene_2291	NA
gene_2293	NA
gene_2295	NA
gene_2296	NA
gene_2298	NA
gene_2300	NA
gene_2308	NA
gene_2312	NA
gene_2313	NA
gene_2316	NA
gene_2320	NA
gene_2323	NA
gene_2329	NA
gene_2339	NA
gene_2347	NA
gene_2350	NA
gene_2351	NA
gene_2358	NA
gene_2362	NA
gene_2377	NA
gene_2400	NA
gene_2406	NA
gene_2408	NA
gene_2414	NA
gene_2420	NA
gene_2427	NA
gene_2430	GH43_24
gene_2431	NA
gene_2432	NA
gene_2433	NA
gene_2434	NA
gene_2442	NA
gene_2445	NA
gene_2447	NA
gene_2448	NA
gene_2449	NA
gene_2453	NA
gene_2454	NA
gene_2458	NA
gene_2461	GH32
gene_2469	NA
gene_2471	NA
gene_2472	NA
gene_2473	NA
gene_2830	NA
gene_2481	NA
gene_2485	NA
gene_2490	NA
gene_2501	NA
gene_2524	NA
gene_2531	NA
gene_2536	NA
gene_2537	NA
gene_2544	NA
gene_2548	NA
gene_2554	NA
gene_2555	NA
gene_2559	NA
gene_2564	CE8
gene_2569	CBM13
gene_2574	NA
gene_2592	NA
gene_2596	NA
gene_2617	NA
gene_2620	CBM13
gene_2621	NA
gene_2622	NA
gene_2623	NA
gene_2635	AA7
gene_2637	NA
gene_2639	NA
gene_2641	NA
gene_2643	NA
gene_2653	NA
gene_2654	NA
gene_2666	NA
gene_2668	NA
gene_2679	NA
gene_2683	NA
gene_2689	NA
gene_2694	NA
gene_2696	NA
gene_2700	NA
gene_2705	NA
gene_2706	NA
gene_2707	NA
gene_2716	NA
gene_2721	NA
gene_2722	NA
gene_2731	NA
gene_2734	NA
gene_2735	NA
gene_2744	NA
gene_2835	NA
gene_2752	NA
gene_2758	NA
gene_2834	NA
gene_2761	NA
gene_2765	NA
gene_2768	NA
gene_2771	NA
gene_2773	NA
gene_2774	NA
gene_2775	NA
gene_2780	NA
gene_2793	NA
gene_2794	NA
gene_2798	NA
gene_2809	NA
gene_2822	NA
gene_2823	NA
gene_2826	NA
gene_2832	NA
gene_2833	NA
gene_2836	NA
gene_2838	CE16
gene_2850	NA
gene_2851	NA
gene_2852	NA
gene_2855	NA
gene_2856	NA
gene_2857	NA
gene_2863	NA
gene_2865	NA
gene_2866	NA
gene_2875	NA
gene_2891	NA
gene_2893	NA
gene_2905	NA
gene_2907	NA
gene_2912	NA
gene_2925	NA
gene_2926	NA
gene_2929	NA
gene_2935	NA
gene_2938	NA
gene_2939	NA
gene_2942	NA
gene_2948	NA
gene_2962	NA
gene_2967	NA
gene_2969	GH43_6
gene_2994	NA
gene_2999	NA
gene_3002	NA
gene_3003	NA
gene_3011	NA
gene_3020	NA
gene_3022	NA
gene_3024	NA
gene_3025	NA
gene_3037	NA
gene_3040	NA
gene_3044	NA
gene_3047	GT58
gene_3057	NA
gene_3058	NA
gene_3059	NA
gene_3062	NA
gene_3067	NA
gene_3068	NA
gene_3071	NA
gene_3083	NA
gene_3085	NA
gene_3092	NA
gene_3093	NA
gene_3095	NA
gene_3100	NA
gene_3101	NA
gene_3105	NA
gene_3106	NA
gene_3107	NA
gene_3110	NA
gene_3116	NA
gene_3120	NA
gene_3128	NA
gene_3129	NA
gene_3143	NA
gene_3146	NA
gene_3147	NA
gene_3150	GH5_12
gene_3160	NA
gene_3165	NA
gene_3171	GH0
gene_3174	NA
gene_3183	NA
gene_3193	NA
gene_3195	NA
gene_3203	NA
gene_3204	NA
gene_3219	AA5_1
gene_3222	NA
gene_3226	NA
gene_3236	NA
gene_3248	NA
gene_3253	NA
gene_3254	NA
gene_3255	NA
gene_3256	NA
gene_3257	NA
gene_3258	NA
gene_3265	NA
gene_3266	NA
gene_3267	NA
gene_3268	NA
gene_3280	NA
gene_3282	NA
gene_3288	NA
gene_3290	NA
gene_3296	NA
gene_3301	NA
gene_3303	NA
gene_3307	NA
gene_3316	NA
gene_3317	CE16
gene_3320	NA
gene_3324	NA
gene_3327	NA
gene_3335	NA
gene_3336	NA
gene_3337	NA
gene_3340	NA
gene_3341	NA
gene_3345	NA
gene_3346	NA
gene_3348	NA
gene_3354	NA
gene_3368	GH13_11
gene_3370	NA
gene_3385	NA
gene_3389	NA
gene_3390	NA
gene_3391	NA
gene_3396	NA
gene_3397	NA
gene_3398	NA
gene_3401	NA
gene_3405	NA
gene_3412	NA
gene_3419	NA
gene_3421	NA
gene_3426	NA
gene_3430	NA
gene_3431	NA
gene_3432	AA4
gene_3433	NA
gene_3437	NA
gene_3444	NA
gene_3451	NA
gene_3452	NA
gene_3465	NA
gene_3473	NA
gene_3482	NA
gene_3483	NA
gene_3484	AA1_2
gene_3492	NA
gene_3495	NA
gene_3498	NA
gene_3502	NA
gene_3503	NA
gene_3504	NA
gene_3509	NA
gene_3510	NA
gene_3511	NA
gene_3512	NA
gene_3515	GT95
gene_3519	NA
gene_3520	NA
gene_3522	NA
gene_3525	NA
gene_3526	NA
gene_3533	GT34
gene_3534	NA
gene_3535	NA
gene_3536	GH13_40
gene_3537	NA
gene_3542	NA
gene_3549	NA
gene_3553	NA
gene_3568	NA
gene_3574	NA
gene_3584	NA
gene_3585	NA
gene_3591	NA
gene_3598	NA
gene_3601	NA
gene_3606	NA
gene_3608	NA
gene_3613	NA
gene_3614	NA
gene_3617	NA
gene_3619	NA
gene_3628	NA
gene_3633	NA
gene_3639	NA
gene_3641	NA
gene_3642	CE16
gene_3644	NA
gene_3656	GT0
gene_3658	NA
gene_3667	NA
gene_3692	NA
gene_3693	NA
gene_3699	NA
gene_3701	NA
gene_3703	NA
gene_3713	GH43_13
gene_3715	NA
gene_3719	NA
gene_3723	NA
gene_3724	NA
gene_3730	NA
gene_3733	NA
gene_3746	NA
gene_3751	NA
gene_3754	NA
gene_3756	NA
gene_3767	NA
gene_3769	NA
gene_3771	NA
gene_3779	NA
gene_3784	NA
gene_3785	NA
gene_3788	NA
gene_3791	NA
gene_3792	GH43_26
gene_3793	NA
gene_3800	NA
gene_3801	NA
gene_3808	NA
gene_3812	NA
gene_3815	NA
gene_3816	NA
gene_3821	NA
gene_3824	NA
gene_3831	GH88
gene_3834	GT31
gene_3839	NA
gene_3854	NA
gene_3857	NA
gene_3858	NA
gene_3861	NA
gene_3862	NA
gene_3880	NA
gene_3882	NA
gene_3885	NA
gene_3887	NA
gene_3891	NA
gene_3921	NA
gene_3929	NA
gene_3930	NA
gene_3944	NA
gene_3979	NA
gene_3980	NA
gene_3983	NA
gene_3994	NA
gene_4001	NA
gene_4004	NA
gene_4005	GH36
gene_4009	NA
gene_4010	GT61
gene_4016	NA
gene_4018	NA
gene_4019	NA
gene_4020	NA
gene_4027	NA
gene_4028	NA
gene_4032	NA
gene_4037	NA
gene_4038	NA
gene_4039	NA
gene_4041	NA
gene_4049	GH28
gene_2845	NA
gene_4051	NA
gene_4053	NA
gene_4065	NA
gene_4075	NA
gene_4082	NA
gene_4088	NA
gene_4091	NA
gene_4092	AA14
gene_4094	NA
gene_4107	NA
gene_4111	NA
gene_4113	NA
gene_4114	NA
gene_4117	NA
gene_4122	NA
gene_4123	GT31
gene_4127	NA
gene_4128	NA
gene_4131	NA
gene_4132	NA
gene_4133	NA
gene_4135	NA
gene_4141	NA
gene_4149	NA
gene_4152	NA
gene_4166	NA
gene_4168	NA
gene_4170	NA
gene_4172	NA
gene_4175	NA
gene_4176	NA
gene_4180	NA
gene_4185	NA
gene_4187	NA
gene_4194	NA
gene_4197	NA
gene_4198	NA
gene_4199	NA
gene_4201	NA
gene_4206	NA
gene_4207	NA
gene_4209	NA
gene_4212	NA
gene_4213	NA
gene_4214	NA
gene_4220	NA
gene_4222	NA
gene_4229	NA
gene_4231	NA
gene_4254	NA
gene_4258	NA
gene_4262	NA
gene_2844	NA
gene_4269	NA
gene_4272	NA
gene_4281	GT4
gene_4284	NA
gene_4285	GH36
gene_4286	NA
gene_4296	NA
gene_4310	NA
gene_4311	GT31
gene_4316	NA
gene_4317	NA
gene_4321	NA
gene_4334	GH31_1
gene_4338	NA
gene_4345	NA
gene_4346	NA
gene_4352	NA
gene_4361	NA
gene_4371	NA
gene_4372	NA
gene_4378	NA
gene_4379	GT1
gene_4384	NA
gene_4385	NA
gene_4393	NA
gene_4404	NA
gene_4405	NA
gene_4411	NA
gene_4415	NA
gene_4421	NA
gene_4431	NA
gene_4434	NA
gene_4436	NA
gene_4437	NA
gene_4449	NA
gene_4450	NA
gene_4453	NA
gene_4462	NA
gene_4464	NA
gene_4469	CE16
gene_4477	NA
gene_4478	NA
gene_2847	NA
gene_4506	NA
gene_4519	NA
gene_4535	NA
gene_4541	NA
gene_4550	NA
gene_4553	NA
gene_4557	GT76
gene_4560	NA
gene_4565	NA
gene_4566	NA
gene_4568	NA
gene_4573	NA
gene_4579	NA
gene_4580	NA
gene_4593	GH5_22
gene_4595	NA
gene_4597	NA
gene_4603	NA
gene_4605	AA8
gene_4610	NA
gene_4626	NA
gene_4627	NA
gene_4644	NA
gene_4651	NA
gene_4652	NA
gene_4653	NA
gene_4654	NA
gene_4658	GH28
gene_4665	AA1
gene_4666	NA
gene_4668	GH28
gene_4672	NA
gene_4673	NA
gene_4674	NA
gene_4678	NA
gene_4679	NA
gene_4685	NA
gene_4686	NA
gene_4690	GT2
gene_4692	NA
gene_4700	NA
gene_4702	NA
gene_4703	NA
gene_4713	NA
gene_4717	NA
gene_4719	NA
gene_4722	NA
gene_4723	NA
gene_4724	NA
gene_4729	NA
gene_4730	NA
gene_4733	NA
gene_4745	NA
gene_4748	NA
gene_4751	NA
gene_4753	NA
gene_4760	NA
gene_4761	AA16
gene_4762	NA
gene_4763	NA
gene_4764	NA
gene_4765	NA
gene_4767	NA
gene_4768	GH47
gene_4771	NA
gene_4772	NA
gene_4773	NA
gene_4778	NA
gene_4787	NA
gene_4793	NA
gene_4796	NA
gene_4807	NA
gene_4808	NA
gene_4809	GH47
gene_4812	NA
gene_4815	NA
gene_4820	NA
gene_4827	NA
gene_4838	NA
gene_4845	NA
gene_4846	NA
gene_4859	NA
gene_4865	NA
gene_4870	NA
gene_4874	NA
gene_4875	NA
gene_4883	NA
gene_4885	NA
gene_4889	NA
gene_4910	NA
gene_4911	NA
gene_4915	NA
gene_4937	NA
gene_4938	NA
gene_4982	NA
gene_4999	NA
gene_5003	NA
gene_5004	NA
gene_5005	NA
gene_5007	NA
gene_5008	NA
gene_5015	NA
gene_5018	NA
gene_5020	NA
gene_5023	NA
gene_5027	NA
gene_5032	NA
gene_5034	NA
gene_5035	NA
gene_5046	NA
gene_5047	NA
gene_5049	NA
gene_5053	NA
gene_5056	NA
gene_5057	NA
gene_5066	NA
gene_5067	NA
gene_5068	GH36
gene_5070	NA
gene_5080	NA
gene_5083	NA
gene_5084	NA
gene_5086	NA
gene_5089	NA
gene_5096	NA
gene_5097	NA
gene_5099	NA
gene_5101	NA
gene_5102	NA
gene_5103	NA
gene_5117	NA
gene_5121	NA
gene_5124	NA
gene_5125	NA
gene_5128	NA
gene_5138	NA
gene_5142	NA
gene_5149	NA
gene_5153	NA
gene_5168	NA
gene_5171	NA
gene_5177	NA
gene_5184	GH18
gene_5190	NA
gene_5195	NA
gene_5199	NA
gene_5201	NA
gene_5202	NA
gene_5204	GH31_1
gene_5211	GT22
gene_5212	NA
gene_5213	GT65
gene_5216	NA
gene_5217	NA
gene_5225	GT32
gene_5233	NA
gene_5243	NA
gene_5248	NA
gene_5258	NA
gene_5261	GH71
gene_5266	NA
gene_5269	CE8
gene_5270	NA
gene_5271	NA
gene_5274	NA
gene_5275	NA
gene_5283	NA
gene_5288	NA
gene_5290	NA
gene_5291	NA
gene_5294	NA
gene_5307	NA
gene_5311	NA
gene_5312	NA
gene_5314	NA
gene_5327	NA
gene_5328	NA
gene_5333	NA
gene_5337	GH43_5
gene_5343	NA
gene_5353	NA
gene_5362	NA
gene_5364	NA
gene_5370	NA
gene_5374	GT31
gene_5380	NA
gene_5391	NA
gene_5396	NA
gene_5397	NA
gene_5398	NA
gene_5409	NA
gene_5413	NA
gene_5425	NA
gene_5426	NA
gene_5427	NA
gene_5428	NA
gene_5438	NA
gene_5439	NA
gene_5440	NA
gene_5443	NA
gene_5444	NA
gene_5445	AA9
gene_5450	NA
gene_5453	NA
gene_5455	NA
gene_5459	NA
gene_5460	NA
gene_5463	NA
gene_5475	NA
gene_5478	NA
gene_5479	NA
gene_5482	NA
gene_5483	NA
gene_5486	NA
gene_5493	NA
gene_5499	NA
gene_5508	NA
gene_5512	NA
gene_5523	NA
gene_5528	NA
gene_5529	NA
gene_5531	GT57
gene_5545	NA
gene_5546	NA
gene_5556	NA
gene_5558	NA
gene_5563	NA
gene_5567	NA
gene_5568	NA
gene_5569	NA
gene_5572	NA
gene_5581	NA
gene_5583	NA
gene_5586	NA
gene_5588	NA
gene_5591	NA
gene_5594	NA
gene_5600	NA
gene_5601	NA
gene_5603	NA
gene_5604	NA
gene_5609	NA
gene_5610	NA
gene_5611	NA
gene_5614	NA
gene_5615	NA
gene_5618	NA
gene_5619	NA
gene_5620	NA
gene_5624	NA
gene_5627	NA
gene_5630	NA
gene_247	NA
gene_5644	NA
gene_5649	NA
gene_5650	NA
gene_5666	NA
gene_5670	NA
gene_5671	NA
gene_5675	NA
gene_5676	NA
gene_5678	CBM1
gene_5681	NA
gene_5688	NA
gene_5692	NA
gene_5693	NA
gene_5698	NA
gene_5699	NA
gene_5702	NA
gene_5710	NA
gene_5712	NA
gene_5715	NA
gene_5721	NA
gene_5722	PL1_7
