Plate,Well,Value,Measurement_wavelength,ID,ID2,Validation_ID,Bacteria,F16
2,G2,0.106700003,600nm,B329_WT,B329_WT,B329_WT,B329_WT,Yes
2,G3,0.098399997,600nm,B329_WT,B329_WT,B329_WT,B329_WT,Yes
2,G4,0.098800004,600nm,B329_WT,B329_WT,B329_WT,B329_WT,Yes
2,G5,0.099799998,600nm,B329_WT,B329_WT,B329_WT,B329_WT,Yes
2,G6,0.102200001,600nm,B329_WT,B329_WT,B329_WT,B329_WT,Yes
2,G7,0.080200002,600nm,MgCl2,MgCl2,MgCl2,MgCl2,Yes
2,G8,0.080799997,600nm,MgCl2,MgCl2,MgCl2,MgCl2,Yes
2,G9,0.081200004,600nm,MgCl2,MgCl2,MgCl2,MgCl2,Yes
2,G10,0.082099997,600nm,MgCl2,MgCl2,MgCl2,MgCl2,Yes
2,G11,0.081900001,600nm,MgCl2,MgCl2,MgCl2,MgCl2,Yes
2,G12,0.090800002,600nm,MgCl2,MgCl2,MgCl2,MgCl2,Yes
2,H1,0.098399997,600nm,A10_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
2,H2,0.089900002,600nm,B3_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
2,H3,0.090999998,600nm,B4_Mu37,Mu37,B329_LIKE_low,B329 mTn5::ThiE,No
2,H4,0.084299996,600nm,C6_Mu40,Mu40,B329_LIKE_low,B329 mTn5::Gpml,No
2,H5,0.099699996,600nm,C10_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
2,H6,0.088299997,600nm,D1_Mu36,Mu36,B329_LIKE_low,B329 mTn5::pqqF_2,No
2,H7,0.096699998,600nm,D2_Mu38,Mu38,B329_LIKE_low,B329 mTn5::zorA1,No
2,H8,0.098700002,600nm,D10_Mu39,Mu39,B329_LIKE_low,B329 mTn5::pqq-DH_2,No
2,H9,0.091399997,600nm,E2_Mu35,Mu35,B329_LIKE_low,B329 mTn5::pqqF_1,No
2,H10,0.100400001,600nm,E10_Mu33,Mu33,B329_LIKE_low,B329 mTn5::GalE,No
2,H11,0.101599999,600nm,E11_Mu30,Mu30,B329_LIKE,B329 mTn5,No
2,H12,0.118100002,600nm,E12_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
2,A1,384,475nm/510nm,C10_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,Yes
2,A2,190,475nm/510nm,D1_Mu36,Mu36,B329_LIKE_low,B329 mTn5::pqqF_2,Yes
2,A3,397,475nm/510nm,D2_Mu38,Mu38,B329_LIKE_low,B329 mTn5::zorA1,Yes
2,A4,217,475nm/510nm,D10_Mu39,Mu39,B329_LIKE_low,B329 mTn5::pqq-DH_2,Yes
2,A5,177,475nm/510nm,E2_Mu35,Mu35,B329_LIKE_low,B329 mTn5::pqqF_1,Yes
2,A6,487,475nm/510nm,E10_Mu33,Mu33,B329_LIKE_low,B329 mTn5::GalE,Yes
2,A7,433,475nm/510nm,E11_Mu30,Mu30,B329_LIKE,B329 mTn5,Yes
2,A8,430,475nm/510nm,E12_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,Yes
2,A9,449,475nm/510nm,F2_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,Yes
2,A10,461,475nm/510nm,F6_Mu32,Mu32,B329_LIKE,B329 mTn5,Yes
2,A11,494,475nm/510nm,F11_Mu31,Mu31,B329_LIKE,B329 mTn5,Yes
2,A12,279,475nm/510nm,G11_Mu34,Mu34,B329_LIKE_low,B329 mTn5::pqq-DH_1,Yes
2,B1,331,475nm/510nm,B329_WT,B329_WT,B329_WT,B329_WT,Yes
2,B2,330,475nm/510nm,B329_WT,B329_WT,B329_WT,B329_WT,Yes
2,B3,288,475nm/510nm,B329_WT,B329_WT,B329_WT,B329_WT,Yes
2,B4,289,475nm/510nm,B329_WT,B329_WT,B329_WT,B329_WT,Yes
2,B5,354,475nm/510nm,B329_WT,B329_WT,B329_WT,B329_WT,Yes
2,B6,388,475nm/510nm,B329_WT,B329_WT,B329_WT,B329_WT,Yes
2,B7,169,475nm/510nm,MgCl2,MgCl2,MgCl2,MgCl2,Yes
2,B8,156,475nm/510nm,MgCl2,MgCl2,MgCl2,MgCl2,Yes
2,B9,323,475nm/510nm,MgCl2,MgCl2,MgCl2,MgCl2,Yes
2,B10,161,475nm/510nm,MgCl2,MgCl2,MgCl2,MgCl2,Yes
2,B11,157,475nm/510nm,MgCl2,MgCl2,MgCl2,MgCl2,Yes
2,B12,150,475nm/510nm,MgCl2,MgCl2,MgCl2,MgCl2,Yes
2,C1,347,475nm/510nm,A10_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,Yes
2,C2,229,475nm/510nm,B3_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,Yes
2,C3,237,475nm/510nm,B4_Mu37,Mu37,B329_LIKE_low,B329 mTn5::ThiE,Yes
2,C4,188,475nm/510nm,C6_Mu40,Mu40,B329_LIKE_low,B329 mTn5::Gpml,Yes
2,C5,292,475nm/510nm,C10_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,Yes
2,C6,197,475nm/510nm,D1_Mu36,Mu36,B329_LIKE_low,B329 mTn5::pqqF_2,Yes
2,C7,324,475nm/510nm,D2_Mu38,Mu38,B329_LIKE_low,B329 mTn5::zorA1,Yes
2,C8,198,475nm/510nm,D10_Mu39,Mu39,B329_LIKE_low,B329 mTn5::pqq-DH_2,Yes
2,C9,178,475nm/510nm,E2_Mu35,Mu35,B329_LIKE_low,B329 mTn5::pqqF_1,Yes
2,C10,311,475nm/510nm,E10_Mu33,Mu33,B329_LIKE_low,B329 mTn5::GalE,Yes
2,C11,346,475nm/510nm,E11_Mu30,Mu30,B329_LIKE,B329 mTn5,Yes
2,C12,380,475nm/510nm,E12_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,Yes
2,D1,322,475nm/510nm,F2_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,Yes
2,D2,283,475nm/510nm,F6_Mu32,Mu32,B329_LIKE,B329 mTn5,Yes
2,D3,273,475nm/510nm,F11_Mu31,Mu31,B329_LIKE,B329 mTn5,Yes
2,D4,191,475nm/510nm,G11_Mu34,Mu34,B329_LIKE_low,B329 mTn5::pqq-DH_1,Yes
2,D5,269,475nm/510nm,A10_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,Yes
2,D6,223,475nm/510nm,B3_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,Yes
2,D7,387,475nm/510nm,B4_Mu37,Mu37,B329_LIKE_low,B329 mTn5::ThiE,Yes
2,D8,187,475nm/510nm,C6_Mu40,Mu40,B329_LIKE_low,B329 mTn5::Gpml,Yes
2,D9,307,475nm/510nm,C10_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,Yes
2,D10,202,475nm/510nm,D1_Mu36,Mu36,B329_LIKE_low,B329 mTn5::pqqF_2,Yes
2,D11,311,475nm/510nm,D2_Mu38,Mu38,B329_LIKE_low,B329 mTn5::zorA1,Yes
2,D12,201,475nm/510nm,D10_Mu39,Mu39,B329_LIKE_low,B329 mTn5::pqq-DH_2,Yes
2,E1,173,475nm/510nm,E2_Mu35,Mu35,B329_LIKE_low,B329 mTn5::pqqF_1,Yes
2,E2,255,475nm/510nm,E10_Mu33,Mu33,B329_LIKE_low,B329 mTn5::GalE,Yes
2,E3,284,475nm/510nm,E11_Mu30,Mu30,B329_LIKE,B329 mTn5,Yes
2,E4,257,475nm/510nm,E12_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,Yes
2,E5,255,475nm/510nm,F2_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,Yes
2,E6,269,475nm/510nm,F6_Mu32,Mu32,B329_LIKE,B329 mTn5,Yes
2,E7,578,475nm/510nm,F11_Mu31,Mu31,B329_LIKE,B329 mTn5,Yes
2,E8,181,475nm/510nm,G11_Mu34,Mu34,B329_LIKE_low,B329 mTn5::pqq-DH_1,Yes
2,E9,287,475nm/510nm,A10_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,Yes
2,E10,244,475nm/510nm,B3_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,Yes
2,E11,266,475nm/510nm,B4_Mu37,Mu37,B329_LIKE_low,B329 mTn5::ThiE,Yes
2,E12,193,475nm/510nm,C6_Mu40,Mu40,B329_LIKE_low,B329 mTn5::Gpml,Yes
2,F1,321,475nm/510nm,C10_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,Yes
2,F2,181,475nm/510nm,D1_Mu36,Mu36,B329_LIKE_low,B329 mTn5::pqqF_2,Yes
2,F3,299,475nm/510nm,D2_Mu38,Mu38,B329_LIKE_low,B329 mTn5::zorA1,Yes
2,F4,190,475nm/510nm,D10_Mu39,Mu39,B329_LIKE_low,B329 mTn5::pqq-DH_2,Yes
2,F5,176,475nm/510nm,E2_Mu35,Mu35,B329_LIKE_low,B329 mTn5::pqqF_1,Yes
2,F6,320,475nm/510nm,E10_Mu33,Mu33,B329_LIKE_low,B329 mTn5::GalE,Yes
2,F7,331,475nm/510nm,E11_Mu30,Mu30,B329_LIKE,B329 mTn5,Yes
2,F8,342,475nm/510nm,E12_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,Yes
2,F9,350,475nm/510nm,F2_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,Yes
2,F10,309,475nm/510nm,F6_Mu32,Mu32,B329_LIKE,B329 mTn5,Yes
2,F11,343,475nm/510nm,F11_Mu31,Mu31,B329_LIKE,B329 mTn5,Yes
2,F12,206,475nm/510nm,G11_Mu34,Mu34,B329_LIKE_low,B329 mTn5::pqq-DH_1,Yes
2,G1,325,475nm/510nm,B329_WT,B329_WT,B329_WT,B329_WT,Yes
2,G2,309,475nm/510nm,B329_WT,B329_WT,B329_WT,B329_WT,Yes
2,G3,296,475nm/510nm,B329_WT,B329_WT,B329_WT,B329_WT,Yes
2,G4,320,475nm/510nm,B329_WT,B329_WT,B329_WT,B329_WT,Yes
2,G5,296,475nm/510nm,B329_WT,B329_WT,B329_WT,B329_WT,Yes
2,G6,325,475nm/510nm,B329_WT,B329_WT,B329_WT,B329_WT,Yes
2,G7,158,475nm/510nm,MgCl2,MgCl2,MgCl2,MgCl2,Yes
2,G8,169,475nm/510nm,MgCl2,MgCl2,MgCl2,MgCl2,Yes
2,G9,170,475nm/510nm,MgCl2,MgCl2,MgCl2,MgCl2,Yes
2,G10,160,475nm/510nm,MgCl2,MgCl2,MgCl2,MgCl2,Yes
2,G11,154,475nm/510nm,MgCl2,MgCl2,MgCl2,MgCl2,Yes
2,G12,203,475nm/510nm,MgCl2,MgCl2,MgCl2,MgCl2,Yes
2,H1,193,475nm/510nm,A10_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
2,H2,194,475nm/510nm,B3_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
2,H3,192,475nm/510nm,B4_Mu37,Mu37,B329_LIKE_low,B329 mTn5::ThiE,No
2,H4,172,475nm/510nm,C6_Mu40,Mu40,B329_LIKE_low,B329 mTn5::Gpml,No
2,H5,183,475nm/510nm,C10_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
2,H6,165,475nm/510nm,D1_Mu36,Mu36,B329_LIKE_low,B329 mTn5::pqqF_2,No
2,H7,190,475nm/510nm,D2_Mu38,Mu38,B329_LIKE_low,B329 mTn5::zorA1,No
2,H8,189,475nm/510nm,D10_Mu39,Mu39,B329_LIKE_low,B329 mTn5::pqq-DH_2,No
2,H9,163,475nm/510nm,E2_Mu35,Mu35,B329_LIKE_low,B329 mTn5::pqqF_1,No
2,H10,214,475nm/510nm,E10_Mu33,Mu33,B329_LIKE_low,B329 mTn5::GalE,No
2,H11,216,475nm/510nm,E11_Mu30,Mu30,B329_LIKE,B329 mTn5,No
2,H12,225,475nm/510nm,E12_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
3,A1,0.097400002,600nm,F2_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
3,A2,0.094099998,600nm,F6_Mu32,Mu32,B329_LIKE,B329 mTn5,No
3,A3,0.094899997,600nm,F11_Mu31,Mu31,B329_LIKE,B329 mTn5,No
3,A4,0.095899999,600nm,G11_Mu34,Mu34,B329_LIKE_low,B329 mTn5::pqq-DH_1,No
3,A5,0.096799999,600nm,A10_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
3,A6,0.092699997,600nm,B3_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
3,A7,0.093999997,600nm,B4_Mu37,Mu37,B329_LIKE_low,B329 mTn5::ThiE,No
3,A8,0.088600002,600nm,C6_Mu40,Mu40,B329_LIKE_low,B329 mTn5::Gpml,No
3,A9,0.112199999,600nm,C10_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
3,A10,0.089400001,600nm,D1_Mu36,Mu36,B329_LIKE_low,B329 mTn5::pqqF_2,No
3,A11,0.095100001,600nm,D2_Mu38,Mu38,B329_LIKE_low,B329 mTn5::zorA1,No
3,A12,0.101199999,600nm,D10_Mu39,Mu39,B329_LIKE_low,B329 mTn5::pqq-DH_2,No
3,B1,0.089000002,600nm,E2_Mu35,Mu35,B329_LIKE_low,B329 mTn5::pqqF_1,No
3,B2,0.0889,600nm,E10_Mu33,Mu33,B329_LIKE_low,B329 mTn5::GalE,No
3,B3,0.091700003,600nm,E11_Mu30,Mu30,B329_LIKE,B329 mTn5,No
3,B4,0.088100001,600nm,E12_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
3,B5,0.100000001,600nm,F2_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
3,B6,0.086900003,600nm,F6_Mu32,Mu32,B329_LIKE,B329 mTn5,No
3,B7,0.088100001,600nm,F11_Mu31,Mu31,B329_LIKE,B329 mTn5,No
3,B8,0.085299999,600nm,G11_Mu34,Mu34,B329_LIKE_low,B329 mTn5::pqq-DH_1,No
3,B9,0.086499996,600nm,A10_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
3,B10,0.086800002,600nm,B3_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
3,B11,0.085600004,600nm,B4_Mu37,Mu37,B329_LIKE_low,B329 mTn5::ThiE,No
3,B12,0.084899999,600nm,C6_Mu40,Mu40,B329_LIKE_low,B329 mTn5::Gpml,No
3,C1,0.0955,600nm,C10_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
3,C2,0.083300002,600nm,D1_Mu36,Mu36,B329_LIKE_low,B329 mTn5::pqqF_2,No
3,C3,0.087200001,600nm,D2_Mu38,Mu38,B329_LIKE_low,B329 mTn5::zorA1,No
3,C4,0.083700001,600nm,D10_Mu39,Mu39,B329_LIKE_low,B329 mTn5::pqq-DH_2,No
3,C5,0.082099997,600nm,E2_Mu35,Mu35,B329_LIKE_low,B329 mTn5::pqqF_1,No
3,C6,0.086000003,600nm,E10_Mu33,Mu33,B329_LIKE_low,B329 mTn5::GalE,No
3,C7,0.084799998,600nm,E11_Mu30,Mu30,B329_LIKE,B329 mTn5,No
3,C8,0.0858,600nm,E12_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
3,C9,0.084700003,600nm,F2_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
3,C10,0.089000002,600nm,F6_Mu32,Mu32,B329_LIKE,B329 mTn5,No
3,C11,0.091399997,600nm,F11_Mu31,Mu31,B329_LIKE,B329 mTn5,No
3,C12,0.095100001,600nm,G11_Mu34,Mu34,B329_LIKE_low,B329 mTn5::pqq-DH_1,No
3,D1,0.093599997,600nm,B329_WT,B329_WT,B329_WT,B329_WT,No
3,D2,0.087899998,600nm,B329_WT,B329_WT,B329_WT,B329_WT,No
3,D3,0.084799998,600nm,B329_WT,B329_WT,B329_WT,B329_WT,No
3,D4,0.084799998,600nm,B329_WT,B329_WT,B329_WT,B329_WT,No
3,D5,0.084700003,600nm,B329_WT,B329_WT,B329_WT,B329_WT,No
3,D6,0.084100001,600nm,B329_WT,B329_WT,B329_WT,B329_WT,No
3,D7,0.0766,600nm,MgCl2,MgCl2,MgCl2,MgCl2,No
3,D8,0.0748,600nm,MgCl2,MgCl2,MgCl2,MgCl2,No
3,D9,0.075499997,600nm,MgCl2,MgCl2,MgCl2,MgCl2,No
3,D10,0.0748,600nm,MgCl2,MgCl2,MgCl2,MgCl2,No
3,D11,0.076499999,600nm,MgCl2,MgCl2,MgCl2,MgCl2,No
3,D12,0.073299997,600nm,MgCl2,MgCl2,MgCl2,MgCl2,No
3,E1,0.115400001,600nm,A10_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
3,E2,0.090300001,600nm,B3_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
3,E3,0.088100001,600nm,B4_Mu37,Mu37,B329_LIKE_low,B329 mTn5::ThiE,No
3,E4,0.087099999,600nm,C6_Mu40,Mu40,B329_LIKE_low,B329 mTn5::Gpml,No
3,E5,0.0845,600nm,C10_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
3,E6,0.082599998,600nm,D1_Mu36,Mu36,B329_LIKE_low,B329 mTn5::pqqF_2,No
3,E7,0.084899999,600nm,D2_Mu38,Mu38,B329_LIKE_low,B329 mTn5::zorA1,No
3,E8,0.088500001,600nm,D10_Mu39,Mu39,B329_LIKE_low,B329 mTn5::pqq-DH_2,No
3,E9,0.087200001,600nm,E2_Mu35,Mu35,B329_LIKE_low,B329 mTn5::pqqF_1,No
3,E10,0.092600003,600nm,E10_Mu33,Mu33,B329_LIKE_low,B329 mTn5::GalE,No
3,E11,0.105300002,600nm,E11_Mu30,Mu30,B329_LIKE,B329 mTn5,No
3,E12,0.092,600nm,E12_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
3,F1,0.0933,600nm,F2_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
3,F2,0.087200001,600nm,F6_Mu32,Mu32,B329_LIKE,B329 mTn5,No
3,F3,0.084700003,600nm,F11_Mu31,Mu31,B329_LIKE,B329 mTn5,No
3,F4,0.084399998,600nm,G11_Mu34,Mu34,B329_LIKE_low,B329 mTn5::pqq-DH_1,No
3,F5,0.084600002,600nm,A10_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
3,F6,0.084700003,600nm,B3_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
3,F7,0.082000002,600nm,B4_Mu37,Mu37,B329_LIKE_low,B329 mTn5::ThiE,No
3,F8,0.085000001,600nm,C6_Mu40,Mu40,B329_LIKE_low,B329 mTn5::Gpml,No
3,F9,0.085199997,600nm,C10_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
3,F10,0.083499998,600nm,D1_Mu36,Mu36,B329_LIKE_low,B329 mTn5::pqqF_2,No
3,F11,0.0867,600nm,D2_Mu38,Mu38,B329_LIKE_low,B329 mTn5::zorA1,No
3,F12,0.094499998,600nm,D10_Mu39,Mu39,B329_LIKE_low,B329 mTn5::pqq-DH_2,No
3,G1,0.088799998,600nm,E2_Mu35,Mu35,B329_LIKE_low,B329 mTn5::pqqF_1,No
3,G2,0.088200003,600nm,E10_Mu33,Mu33,B329_LIKE_low,B329 mTn5::GalE,No
3,G3,0.087399997,600nm,E11_Mu30,Mu30,B329_LIKE,B329 mTn5,No
3,G4,0.086400002,600nm,E12_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
3,G5,0.087399997,600nm,F2_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
3,G6,0.086999997,600nm,F6_Mu32,Mu32,B329_LIKE,B329 mTn5,No
3,G7,0.0845,600nm,F11_Mu31,Mu31,B329_LIKE,B329 mTn5,No
3,G8,0.083899997,600nm,G11_Mu34,Mu34,B329_LIKE_low,B329 mTn5::pqq-DH_1,No
3,G9,0.085600004,600nm,A10_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
3,G10,0.086300001,600nm,B3_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
3,G11,0.084799998,600nm,B4_Mu37,Mu37,B329_LIKE_low,B329 mTn5::ThiE,No
3,G12,0.085299999,600nm,C6_Mu40,Mu40,B329_LIKE_low,B329 mTn5::Gpml,No
3,H1,0.100299999,600nm,C10_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
3,H2,0.089500003,600nm,D1_Mu36,Mu36,B329_LIKE_low,B329 mTn5::pqqF_2,No
3,H3,0.098499998,600nm,D2_Mu38,Mu38,B329_LIKE_low,B329 mTn5::zorA1,No
3,H4,0.093599997,600nm,D10_Mu39,Mu39,B329_LIKE_low,B329 mTn5::pqq-DH_2,No
3,H5,0.086300001,600nm,E2_Mu35,Mu35,B329_LIKE_low,B329 mTn5::pqqF_1,No
3,H6,0.092900001,600nm,E10_Mu33,Mu33,B329_LIKE_low,B329 mTn5::GalE,No
3,H7,0.091700003,600nm,E11_Mu30,Mu30,B329_LIKE,B329 mTn5,No
3,H8,0.092799999,600nm,E12_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
3,H9,0.093999997,600nm,F2_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
3,H10,0.096100003,600nm,F6_Mu32,Mu32,B329_LIKE,B329 mTn5,No
3,H11,0.096000001,600nm,F11_Mu31,Mu31,B329_LIKE,B329 mTn5,No
3,H12,0.097400002,600nm,G11_Mu34,Mu34,B329_LIKE_low,B329 mTn5::pqq-DH_1,No
3,A1,190,475nm/510nm,F2_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
3,A2,196,475nm/510nm,F6_Mu32,Mu32,B329_LIKE,B329 mTn5,No
3,A3,181,475nm/510nm,F11_Mu31,Mu31,B329_LIKE,B329 mTn5,No
3,A4,175,475nm/510nm,G11_Mu34,Mu34,B329_LIKE_low,B329 mTn5::pqq-DH_1,No
3,A5,179,475nm/510nm,A10_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
3,A6,176,475nm/510nm,B3_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
3,A7,180,475nm/510nm,B4_Mu37,Mu37,B329_LIKE_low,B329 mTn5::ThiE,No
3,A8,159,475nm/510nm,C6_Mu40,Mu40,B329_LIKE_low,B329 mTn5::Gpml,No
3,A9,179,475nm/510nm,C10_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
3,A10,164,475nm/510nm,D1_Mu36,Mu36,B329_LIKE_low,B329 mTn5::pqqF_2,No
3,A11,184,475nm/510nm,D2_Mu38,Mu38,B329_LIKE_low,B329 mTn5::zorA1,No
3,A12,190,475nm/510nm,D10_Mu39,Mu39,B329_LIKE_low,B329 mTn5::pqq-DH_2,No
3,B1,157,475nm/510nm,E2_Mu35,Mu35,B329_LIKE_low,B329 mTn5::pqqF_1,No
3,B2,184,475nm/510nm,E10_Mu33,Mu33,B329_LIKE_low,B329 mTn5::GalE,No
3,B3,174,475nm/510nm,E11_Mu30,Mu30,B329_LIKE,B329 mTn5,No
3,B4,170,475nm/510nm,E12_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
3,B5,163,475nm/510nm,F2_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
3,B6,179,475nm/510nm,F6_Mu32,Mu32,B329_LIKE,B329 mTn5,No
3,B7,165,475nm/510nm,F11_Mu31,Mu31,B329_LIKE,B329 mTn5,No
3,B8,164,475nm/510nm,G11_Mu34,Mu34,B329_LIKE_low,B329 mTn5::pqq-DH_1,No
3,B9,173,475nm/510nm,A10_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
3,B10,168,475nm/510nm,B3_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
3,B11,172,475nm/510nm,B4_Mu37,Mu37,B329_LIKE_low,B329 mTn5::ThiE,No
3,B12,157,475nm/510nm,C6_Mu40,Mu40,B329_LIKE_low,B329 mTn5::Gpml,No
3,C1,165,475nm/510nm,C10_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
3,C2,164,475nm/510nm,D1_Mu36,Mu36,B329_LIKE_low,B329 mTn5::pqqF_2,No
3,C3,166,475nm/510nm,D2_Mu38,Mu38,B329_LIKE_low,B329 mTn5::zorA1,No
3,C4,165,475nm/510nm,D10_Mu39,Mu39,B329_LIKE_low,B329 mTn5::pqq-DH_2,No
3,C5,160,475nm/510nm,E2_Mu35,Mu35,B329_LIKE_low,B329 mTn5::pqqF_1,No
3,C6,166,475nm/510nm,E10_Mu33,Mu33,B329_LIKE_low,B329 mTn5::GalE,No
3,C7,166,475nm/510nm,E11_Mu30,Mu30,B329_LIKE,B329 mTn5,No
3,C8,162,475nm/510nm,E12_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
3,C9,169,475nm/510nm,F2_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
3,C10,185,475nm/510nm,F6_Mu32,Mu32,B329_LIKE,B329 mTn5,No
3,C11,179,475nm/510nm,F11_Mu31,Mu31,B329_LIKE,B329 mTn5,No
3,C12,180,475nm/510nm,G11_Mu34,Mu34,B329_LIKE_low,B329 mTn5::pqq-DH_1,No
3,D1,214,475nm/510nm,B329_WT,B329_WT,B329_WT,B329_WT,No
3,D2,192,475nm/510nm,B329_WT,B329_WT,B329_WT,B329_WT,No
3,D3,190,475nm/510nm,B329_WT,B329_WT,B329_WT,B329_WT,No
3,D4,184,475nm/510nm,B329_WT,B329_WT,B329_WT,B329_WT,No
3,D5,183,475nm/510nm,B329_WT,B329_WT,B329_WT,B329_WT,No
3,D6,190,475nm/510nm,B329_WT,B329_WT,B329_WT,B329_WT,No
3,D7,179,475nm/510nm,MgCl2,MgCl2,MgCl2,MgCl2,No
3,D8,156,475nm/510nm,MgCl2,MgCl2,MgCl2,MgCl2,No
3,D9,167,475nm/510nm,MgCl2,MgCl2,MgCl2,MgCl2,No
3,D10,153,475nm/510nm,MgCl2,MgCl2,MgCl2,MgCl2,No
3,D11,160,475nm/510nm,MgCl2,MgCl2,MgCl2,MgCl2,No
3,D12,162,475nm/510nm,MgCl2,MgCl2,MgCl2,MgCl2,No
3,E1,179,475nm/510nm,A10_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
3,E2,165,475nm/510nm,B3_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
3,E3,164,475nm/510nm,B4_Mu37,Mu37,B329_LIKE_low,B329 mTn5::ThiE,No
3,E4,166,475nm/510nm,C6_Mu40,Mu40,B329_LIKE_low,B329 mTn5::Gpml,No
3,E5,169,475nm/510nm,C10_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
3,E6,167,475nm/510nm,D1_Mu36,Mu36,B329_LIKE_low,B329 mTn5::pqqF_2,No
3,E7,162,475nm/510nm,D2_Mu38,Mu38,B329_LIKE_low,B329 mTn5::zorA1,No
3,E8,161,475nm/510nm,D10_Mu39,Mu39,B329_LIKE_low,B329 mTn5::pqq-DH_2,No
3,E9,155,475nm/510nm,E2_Mu35,Mu35,B329_LIKE_low,B329 mTn5::pqqF_1,No
3,E10,173,475nm/510nm,E10_Mu33,Mu33,B329_LIKE_low,B329 mTn5::GalE,No
3,E11,167,475nm/510nm,E11_Mu30,Mu30,B329_LIKE,B329 mTn5,No
3,E12,191,475nm/510nm,E12_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
3,F1,177,475nm/510nm,F2_B329_LIKE,B329_LIKE,B329_LIKE,B329 mTn5,No
3,F2,182,475nm/510nm,F6_Mu32,Mu32,B329_LIKE,B329 mTn5,No
