Rows,ID2,System,Plant,Experiment,Bio_rep,Tech_Rep,Microbes,Treatment,Element,Weight_length,Nb,Microbial_ID
367,Flowpots_Hordeum_vulgare_Ben_1_2_MF_M9+3OMG_Shoot,Flowpots,Hordeum_vulgare,Ben,1,2,MF,3OMG,Shoot,375.9,1,Beneficial
368,Flowpots_Hordeum_vulgare_Ben_1_3_MF_M9+3OMG_Shoot,Flowpots,Hordeum_vulgare,Ben,1,3,MF,3OMG,Shoot,398,1,Beneficial
369,Flowpots_Hordeum_vulgare_Ben_1_4_MF_M9+3OMG_Shoot,Flowpots,Hordeum_vulgare,Ben,1,4,MF,3OMG,Shoot,290.2,1,Beneficial
370,Flowpots_Hordeum_vulgare_Ben_1_5_MF_M9+3OMG_Shoot,Flowpots,Hordeum_vulgare,Ben,1,5,MF,3OMG,Shoot,240.8,1,Beneficial
371,Flowpots_Hordeum_vulgare_Ben_1_6_MF_M9+3OMG_Shoot,Flowpots,Hordeum_vulgare,Ben,1,6,MF,3OMG,Shoot,416.4,1,Beneficial
372,Flowpots_Hordeum_vulgare_Ben_1_7_MF_M9+3OMG_Shoot,Flowpots,Hordeum_vulgare,Ben,1,7,MF,3OMG,Shoot,347.7,1,Beneficial
373,Flowpots_Hordeum_vulgare_Ben_1_8_MF_M9+3OMG_Shoot,Flowpots,Hordeum_vulgare,Ben,1,8,MF,3OMG,Shoot,357.9,1,Beneficial
374,Flowpots_Hordeum_vulgare_Ben_1_1_AMF_M9_Shoot,Flowpots,Hordeum_vulgare,Ben,1,1,AMF,Water,Shoot,442.7,1,Beneficial
375,Flowpots_Hordeum_vulgare_Ben_1_2_AMF_M9_Shoot,Flowpots,Hordeum_vulgare,Ben,1,2,AMF,Water,Shoot,435.8,1,Beneficial
376,Flowpots_Hordeum_vulgare_Ben_1_3_AMF_M9_Shoot,Flowpots,Hordeum_vulgare,Ben,1,3,AMF,Water,Shoot,386.7,1,Beneficial
377,Flowpots_Hordeum_vulgare_Ben_1_4_AMF_M9_Shoot,Flowpots,Hordeum_vulgare,Ben,1,4,AMF,Water,Shoot,260.1,1,Beneficial
378,Flowpots_Hordeum_vulgare_Ben_1_5_AMF_M9_Shoot,Flowpots,Hordeum_vulgare,Ben,1,5,AMF,Water,Shoot,423.2,1,Beneficial
379,Flowpots_Hordeum_vulgare_Ben_1_6_AMF_M9_Shoot,Flowpots,Hordeum_vulgare,Ben,1,6,AMF,Water,Shoot,450,1,Beneficial
380,Flowpots_Hordeum_vulgare_Ben_1_7_AMF_M9_Shoot,Flowpots,Hordeum_vulgare,Ben,1,7,AMF,Water,Shoot,375.8,1,Beneficial
381,Flowpots_Hordeum_vulgare_Ben_1_8_AMF_M9_Shoot,Flowpots,Hordeum_vulgare,Ben,1,8,AMF,Water,Shoot,370.7,1,Beneficial
382,Flowpots_Hordeum_vulgare_Ben_1_1_AMF_M9+3OMG_Shoot,Flowpots,Hordeum_vulgare,Ben,1,1,AMF,3OMG,Shoot,332.5,1,Beneficial
383,Flowpots_Hordeum_vulgare_Ben_1_2_AMF_M9+3OMG_Shoot,Flowpots,Hordeum_vulgare,Ben,1,2,AMF,3OMG,Shoot,371.3,1,Beneficial
384,Flowpots_Hordeum_vulgare_Ben_1_3_AMF_M9+3OMG_Shoot,Flowpots,Hordeum_vulgare,Ben,1,3,AMF,3OMG,Shoot,0,1,Beneficial
385,Flowpots_Hordeum_vulgare_Ben_1_4_AMF_M9+3OMG_Shoot,Flowpots,Hordeum_vulgare,Ben,1,4,AMF,3OMG,Shoot,402.8,1,Beneficial
386,Flowpots_Hordeum_vulgare_Ben_1_5_AMF_M9+3OMG_Shoot,Flowpots,Hordeum_vulgare,Ben,1,5,AMF,3OMG,Shoot,285.1,1,Beneficial
387,Flowpots_Hordeum_vulgare_Ben_1_6_AMF_M9+3OMG_Shoot,Flowpots,Hordeum_vulgare,Ben,1,6,AMF,3OMG,Shoot,487.3,1,Beneficial
388,Flowpots_Hordeum_vulgare_Ben_1_7_AMF_M9+3OMG_Shoot,Flowpots,Hordeum_vulgare,Ben,1,7,AMF,3OMG,Shoot,367.6,1,Beneficial
389,Flowpots_Hordeum_vulgare_Ben_1_8_AMF_M9+3OMG_Shoot,Flowpots,Hordeum_vulgare,Ben,1,8,AMF,3OMG,Shoot,407.3,1,Beneficial
390,Flowpots_Hordeum_vulgare_Path_1_1_MF_M9_Shoot,Flowpots,Hordeum_vulgare,Path,1,1,MF,Water,Shoot,327,1,Pathogens
391,Flowpots_Hordeum_vulgare_Path_1_2_MF_M9_Shoot,Flowpots,Hordeum_vulgare,Path,1,2,MF,Water,Shoot,331.9,1,Pathogens
392,Flowpots_Hordeum_vulgare_Path_1_3_MF_M9_Shoot,Flowpots,Hordeum_vulgare,Path,1,3,MF,Water,Shoot,306.4,1,Pathogens
393,Flowpots_Hordeum_vulgare_Path_1_4_MF_M9_Shoot,Flowpots,Hordeum_vulgare,Path,1,4,MF,Water,Shoot,423.1,1,Pathogens
394,Flowpots_Hordeum_vulgare_Path_1_5_MF_M9_Shoot,Flowpots,Hordeum_vulgare,Path,1,5,MF,Water,Shoot,388.1,1,Pathogens
395,Flowpots_Hordeum_vulgare_Path_1_6_MF_M9_Shoot,Flowpots,Hordeum_vulgare,Path,1,6,MF,Water,Shoot,395.1,1,Pathogens
396,Flowpots_Hordeum_vulgare_Path_1_7_MF_M9_Shoot,Flowpots,Hordeum_vulgare,Path,1,7,MF,Water,Shoot,230.4,1,Pathogens
397,Flowpots_Hordeum_vulgare_Path_1_8_MF_M9+3OMG_Shoot,Flowpots,Hordeum_vulgare,Path,1,8,MF,3OMG,Shoot,449.6,1,Pathogens
398,Flowpots_Hordeum_vulgare_Path_1_1_MF_M9+3OMG_Shoot,Flowpots,Hordeum_vulgare,Path,1,1,MF,3OMG,Shoot,397.6,1,Pathogens
399,Flowpots_Hordeum_vulgare_Path_1_2_MF_M9+3OMG_Shoot,Flowpots,Hordeum_vulgare,Path,1,2,MF,3OMG,Shoot,387.2,1,Pathogens
400,Flowpots_Hordeum_vulgare_Path_1_3_MF_M9+3OMG_Shoot,Flowpots,Hordeum_vulgare,Path,1,3,MF,3OMG,Shoot,484.1,1,Pathogens
401,Flowpots_Hordeum_vulgare_Path_1_4_MF_M9+3OMG_Shoot,Flowpots,Hordeum_vulgare,Path,1,4,MF,3OMG,Shoot,392.5,1,Pathogens
402,Flowpots_Hordeum_vulgare_Path_1_5_MF_M9+3OMG_Shoot,Flowpots,Hordeum_vulgare,Path,1,5,MF,3OMG,Shoot,383.8,1,Pathogens
403,Flowpots_Hordeum_vulgare_Path_1_6_MF_M9+3OMG_Shoot,Flowpots,Hordeum_vulgare,Path,1,6,MF,3OMG,Shoot,255.6,1,Pathogens
404,Flowpots_Hordeum_vulgare_Path_1_7_MF_M9+3OMG_Shoot,Flowpots,Hordeum_vulgare,Path,1,7,MF,3OMG,Shoot,435.6,1,Pathogens
405,Flowpots_Hordeum_vulgare_Path_1_8_MF_M9_Shoot,Flowpots,Hordeum_vulgare,Path,1,8,MF,Water,Shoot,198.8,1,Pathogens
406,Flowpots_Hordeum_vulgare_Path_1_1_Bs_M9_Shoot,Flowpots,Hordeum_vulgare,Path,1,1,Bs,Water,Shoot,374,1,Pathogens
407,Flowpots_Hordeum_vulgare_Path_1_2_Bs_M9_Shoot,Flowpots,Hordeum_vulgare,Path,1,2,Bs,Water,Shoot,422,1,Pathogens
408,Flowpots_Hordeum_vulgare_Path_1_3_Bs_M9_Shoot,Flowpots,Hordeum_vulgare,Path,1,3,Bs,Water,Shoot,385.1,1,Pathogens
409,Flowpots_Hordeum_vulgare_Path_1_4_Bs_M9_Shoot,Flowpots,Hordeum_vulgare,Path,1,4,Bs,Water,Shoot,348.6,1,Pathogens
410,Flowpots_Hordeum_vulgare_Path_1_5_Bs_M9_Shoot,Flowpots,Hordeum_vulgare,Path,1,5,Bs,Water,Shoot,415.3,1,Pathogens
411,Flowpots_Hordeum_vulgare_Path_1_6_Bs_M9_Shoot,Flowpots,Hordeum_vulgare,Path,1,6,Bs,Water,Shoot,427.3,1,Pathogens
412,Flowpots_Hordeum_vulgare_Path_1_7_Bs_M9_Shoot,Flowpots,Hordeum_vulgare,Path,1,7,Bs,Water,Shoot,227.9,1,Pathogens
413,Flowpots_Hordeum_vulgare_Path_1_8_Bs_M9+3OMG_Shoot,Flowpots,Hordeum_vulgare,Path,1,8,Bs,3OMG,Shoot,343.2,1,Pathogens
414,Flowpots_Hordeum_vulgare_Path_1_1_Bs_M9+3OMG_Shoot,Flowpots,Hordeum_vulgare,Path,1,1,Bs,3OMG,Shoot,438.4,1,Pathogens
415,Flowpots_Hordeum_vulgare_Path_1_2_Bs_M9+3OMG_Shoot,Flowpots,Hordeum_vulgare,Path,1,2,Bs,3OMG,Shoot,461.5,1,Pathogens
416,Flowpots_Hordeum_vulgare_Path_1_3_Bs_M9+3OMG_Shoot,Flowpots,Hordeum_vulgare,Path,1,3,Bs,3OMG,Shoot,461.4,1,Pathogens
417,Flowpots_Hordeum_vulgare_Path_1_4_Bs_M9+3OMG_Shoot,Flowpots,Hordeum_vulgare,Path,1,4,Bs,3OMG,Shoot,326.1,1,Pathogens
418,Flowpots_Hordeum_vulgare_Path_1_5_Bs_M9+3OMG_Shoot,Flowpots,Hordeum_vulgare,Path,1,5,Bs,3OMG,Shoot,283.9,1,Pathogens
419,Flowpots_Hordeum_vulgare_Path_1_6_Bs_M9+3OMG_Shoot,Flowpots,Hordeum_vulgare,Path,1,6,Bs,3OMG,Shoot,271.2,1,Pathogens
420,Flowpots_Hordeum_vulgare_Path_1_7_Bs_M9+3OMG_Shoot,Flowpots,Hordeum_vulgare,Path,1,7,Bs,3OMG,Shoot,288.8,1,Pathogens
421,Flowpots_Hordeum_vulgare_Path_1_8_Bs_M9+3OMG_Shoot,Flowpots,Hordeum_vulgare,Path,1,8,Bs,3OMG,Shoot,274.7,1,Pathogens
422,Flowpots_Arabidopsis_thaliana_MiniSC_1_1_MF_M9_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,1,MF,Water,Shoot,118.6,5,MiniSC
423,Flowpots_Arabidopsis_thaliana_MiniSC_1_2_MF_M9_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,2,MF,Water,Shoot,118.8,5,MiniSC
424,Flowpots_Arabidopsis_thaliana_MiniSC_1_3_MF_M9_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,3,MF,Water,Shoot,125.7,5,MiniSC
425,Flowpots_Arabidopsis_thaliana_MiniSC_1_4_MF_M9_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,4,MF,Water,Shoot,92.4,4,MiniSC
426,Flowpots_Arabidopsis_thaliana_MiniSC_1_5_MF_M9_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,5,MF,Water,Shoot,66.7,4,MiniSC
427,Flowpots_Arabidopsis_thaliana_MiniSC_1_6_MF_M9_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,6,MF,Water,Shoot,100.9,5,MiniSC
428,Flowpots_Arabidopsis_thaliana_MiniSC_1_1_FSC_M9_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,1,FSC,Water,Shoot,118.3,5,MiniSC
429,Flowpots_Arabidopsis_thaliana_MiniSC_1_2_FSC_M9_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,2,FSC,Water,Shoot,81,5,MiniSC
430,Flowpots_Arabidopsis_thaliana_MiniSC_1_3_FSC_M9_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,3,FSC,Water,Shoot,99.9,5,MiniSC
431,Flowpots_Arabidopsis_thaliana_MiniSC_1_4_FSC_M9_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,4,FSC,Water,Shoot,96.5,5,MiniSC
432,Flowpots_Arabidopsis_thaliana_MiniSC_1_5_FSC_M9_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,5,FSC,Water,Shoot,70.3,5,MiniSC
433,Flowpots_Arabidopsis_thaliana_MiniSC_1_6_FSC_M9_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,6,FSC,Water,Shoot,43.6,5,MiniSC
434,Flowpots_Arabidopsis_thaliana_MiniSC_1_1_BSC_M9_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,1,BSC,Water,Shoot,118,5,MiniSC
435,Flowpots_Arabidopsis_thaliana_MiniSC_1_2_BSC_M9_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,2,BSC,Water,Shoot,129.8,5,MiniSC
436,Flowpots_Arabidopsis_thaliana_MiniSC_1_3_BSC_M9_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,3,BSC,Water,Shoot,137.5,5,MiniSC
437,Flowpots_Arabidopsis_thaliana_MiniSC_1_4_BSC_M9_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,4,BSC,Water,Shoot,110.7,5,MiniSC
438,Flowpots_Arabidopsis_thaliana_MiniSC_1_5_BSC_M9_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,5,BSC,Water,Shoot,123,5,MiniSC
439,Flowpots_Arabidopsis_thaliana_MiniSC_1_6_BSC_M9_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,6,BSC,Water,Shoot,104,5,MiniSC
440,Flowpots_Arabidopsis_thaliana_MiniSC_1_1_BFSC_M9_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,1,BFSC,Water,Shoot,59.6,5,MiniSC
441,Flowpots_Arabidopsis_thaliana_MiniSC_1_2_BFSC_M9_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,2,BFSC,Water,Shoot,185,5,MiniSC
442,Flowpots_Arabidopsis_thaliana_MiniSC_1_3_BFSC_M9_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,3,BFSC,Water,Shoot,100.9,5,MiniSC
443,Flowpots_Arabidopsis_thaliana_MiniSC_1_4_BFSC_M9_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,4,BFSC,Water,Shoot,89.1,3,MiniSC
444,Flowpots_Arabidopsis_thaliana_MiniSC_1_5_BFSC_M9_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,5,BFSC,Water,Shoot,201.8,5,MiniSC
445,Flowpots_Arabidopsis_thaliana_MiniSC_1_6_BFSC_M9_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,6,BFSC,Water,Shoot,174.4,5,MiniSC
446,Flowpots_Arabidopsis_thaliana_MiniSC_1_1_MF_M9+3OMG_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,1,MF,3OMG,Shoot,182.3,5,MiniSC
447,Flowpots_Arabidopsis_thaliana_MiniSC_1_2_MF_M9+3OMG_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,2,MF,3OMG,Shoot,248.1,5,MiniSC
448,Flowpots_Arabidopsis_thaliana_MiniSC_1_3_MF_M9+3OMG_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,3,MF,3OMG,Shoot,193.6,5,MiniSC
449,Flowpots_Arabidopsis_thaliana_MiniSC_1_4_MF_M9+3OMG_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,4,MF,3OMG,Shoot,148.2,5,MiniSC
450,Flowpots_Arabidopsis_thaliana_MiniSC_1_5_MF_M9+3OMG_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,5,MF,3OMG,Shoot,330.3,5,MiniSC
451,Flowpots_Arabidopsis_thaliana_MiniSC_1_6_MF_M9+3OMG_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,6,MF,3OMG,Shoot,221.6,5,MiniSC
452,Flowpots_Arabidopsis_thaliana_MiniSC_1_1_FSC_M9+3OMG_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,1,FSC,3OMG,Shoot,165.8,4,MiniSC
453,Flowpots_Arabidopsis_thaliana_MiniSC_1_2_FSC_M9+3OMG_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,2,FSC,3OMG,Shoot,198,5,MiniSC
454,Flowpots_Arabidopsis_thaliana_MiniSC_1_3_FSC_M9+3OMG_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,3,FSC,3OMG,Shoot,146.2,4,MiniSC
455,Flowpots_Arabidopsis_thaliana_MiniSC_1_4_FSC_M9+3OMG_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,4,FSC,3OMG,Shoot,133.4,4,MiniSC
456,Flowpots_Arabidopsis_thaliana_MiniSC_1_5_FSC_M9+3OMG_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,5,FSC,3OMG,Shoot,207,5,MiniSC
457,Flowpots_Arabidopsis_thaliana_MiniSC_1_6_FSC_M9+3OMG_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,6,FSC,3OMG,Shoot,181.6,6,MiniSC
458,Flowpots_Arabidopsis_thaliana_MiniSC_1_1_BSC_M9+3OMG_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,1,BSC,3OMG,Shoot,89.7,5,MiniSC
459,Flowpots_Arabidopsis_thaliana_MiniSC_1_2_BSC_M9+3OMG_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,2,BSC,3OMG,Shoot,143.8,5,MiniSC
460,Flowpots_Arabidopsis_thaliana_MiniSC_1_3_BSC_M9+3OMG_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,3,BSC,3OMG,Shoot,149.7,5,MiniSC
461,Flowpots_Arabidopsis_thaliana_MiniSC_1_4_BSC_M9+3OMG_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,4,BSC,3OMG,Shoot,112.4,5,MiniSC
462,Flowpots_Arabidopsis_thaliana_MiniSC_1_5_BSC_M9+3OMG_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,5,BSC,3OMG,Shoot,137.1,5,MiniSC
463,Flowpots_Arabidopsis_thaliana_MiniSC_1_6_BSC_M9+3OMG_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,6,BSC,3OMG,Shoot,175.8,5,MiniSC
464,Flowpots_Arabidopsis_thaliana_MiniSC_1_1_BFSC_M9+3OMG_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,1,BFSC,3OMG,Shoot,191,5,MiniSC
465,Flowpots_Arabidopsis_thaliana_MiniSC_1_2_BFSC_M9+3OMG_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,2,BFSC,3OMG,Shoot,117.8,5,MiniSC
466,Flowpots_Arabidopsis_thaliana_MiniSC_1_3_BFSC_M9+3OMG_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,3,BFSC,3OMG,Shoot,153.9,5,MiniSC
467,Flowpots_Arabidopsis_thaliana_MiniSC_1_4_BFSC_M9+3OMG_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,4,BFSC,3OMG,Shoot,158.3,5,MiniSC
468,Flowpots_Arabidopsis_thaliana_MiniSC_1_5_BFSC_M9+3OMG_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,5,BFSC,3OMG,Shoot,167.4,5,MiniSC
469,Flowpots_Arabidopsis_thaliana_MiniSC_1_6_BFSC_M9+3OMG_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,6,BFSC,3OMG,Shoot,164.7,5,MiniSC
470,Flowpots_Arabidopsis_thaliana_MiniSC_1_1_MF_M9+Glucose_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,1,MF,Glucose,Shoot,125.9,5,MiniSC
471,Flowpots_Arabidopsis_thaliana_MiniSC_1_2_MF_M9+Glucose_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,2,MF,Glucose,Shoot,172.3,5,MiniSC
472,Flowpots_Arabidopsis_thaliana_MiniSC_1_3_MF_M9+Glucose_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,3,MF,Glucose,Shoot,127.6,5,MiniSC
473,Flowpots_Arabidopsis_thaliana_MiniSC_1_4_MF_M9+Glucose_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,4,MF,Glucose,Shoot,137,5,MiniSC
474,Flowpots_Arabidopsis_thaliana_MiniSC_1_5_MF_M9+Glucose_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,5,MF,Glucose,Shoot,126,4,MiniSC
475,Flowpots_Arabidopsis_thaliana_MiniSC_1_6_MF_M9+Glucose_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,6,MF,Glucose,Shoot,91.9,4,MiniSC
476,Flowpots_Arabidopsis_thaliana_MiniSC_1_1_FSC_M9+Glucose_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,1,FSC,Glucose,Shoot,26.5,5,MiniSC
477,Flowpots_Arabidopsis_thaliana_MiniSC_1_2_FSC_M9+Glucose_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,2,FSC,Glucose,Shoot,59.3,5,MiniSC
478,Flowpots_Arabidopsis_thaliana_MiniSC_1_3_FSC_M9+Glucose_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,3,FSC,Glucose,Shoot,60.7,4,MiniSC
479,Flowpots_Arabidopsis_thaliana_MiniSC_1_4_FSC_M9+Glucose_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,4,FSC,Glucose,Shoot,60.5,4,MiniSC
480,Flowpots_Arabidopsis_thaliana_MiniSC_1_5_FSC_M9+Glucose_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,5,FSC,Glucose,Shoot,39.5,5,MiniSC
481,Flowpots_Arabidopsis_thaliana_MiniSC_1_6_FSC_M9+Glucose_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,6,FSC,Glucose,Shoot,6.1,4,MiniSC
482,Flowpots_Arabidopsis_thaliana_MiniSC_1_1_BSC_M9+Glucose_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,1,BSC,Glucose,Shoot,148.6,5,MiniSC
483,Flowpots_Arabidopsis_thaliana_MiniSC_1_2_BSC_M9+Glucose_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,2,BSC,Glucose,Shoot,221.4,5,MiniSC
484,Flowpots_Arabidopsis_thaliana_MiniSC_1_3_BSC_M9+Glucose_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,3,BSC,Glucose,Shoot,62.8,4,MiniSC
485,Flowpots_Arabidopsis_thaliana_MiniSC_1_4_BSC_M9+Glucose_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,4,BSC,Glucose,Shoot,81,5,MiniSC
486,Flowpots_Arabidopsis_thaliana_MiniSC_1_5_BSC_M9+Glucose_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,5,BSC,Glucose,Shoot,170.1,5,MiniSC
487,Flowpots_Arabidopsis_thaliana_MiniSC_1_6_BSC_M9+Glucose_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,6,BSC,Glucose,Shoot,79.4,4,MiniSC
488,Flowpots_Arabidopsis_thaliana_MiniSC_1_1_BFSC_M9+Glucose_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,1,BFSC,Glucose,Shoot,126.9,5,MiniSC
489,Flowpots_Arabidopsis_thaliana_MiniSC_1_2_BFSC_M9+Glucose_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,2,BFSC,Glucose,Shoot,140.2,4,MiniSC
490,Flowpots_Arabidopsis_thaliana_MiniSC_1_3_BFSC_M9+Glucose_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,3,BFSC,Glucose,Shoot,178.2,5,MiniSC
491,Flowpots_Arabidopsis_thaliana_MiniSC_1_4_BFSC_M9+Glucose_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,4,BFSC,Glucose,Shoot,121.1,4,MiniSC
492,Flowpots_Arabidopsis_thaliana_MiniSC_1_5_BFSC_M9+Glucose_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,5,BFSC,Glucose,Shoot,133.7,5,MiniSC
493,Flowpots_Arabidopsis_thaliana_MiniSC_1_6_BFSC_M9+Glucose_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,1,6,BFSC,Glucose,Shoot,139,5,MiniSC
494,Flowpots_Arabidopsis_thaliana_MiniSC_2_1_MF_M9_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,2,1,MF,Water,Shoot,61.5,5,MiniSC
495,Flowpots_Arabidopsis_thaliana_MiniSC_2_2_MF_M9_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,2,2,MF,Water,Shoot,110.1,5,MiniSC
496,Flowpots_Arabidopsis_thaliana_MiniSC_2_3_MF_M9_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,2,3,MF,Water,Shoot,60.2,5,MiniSC
497,Flowpots_Arabidopsis_thaliana_MiniSC_2_4_MF_M9_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,2,4,MF,Water,Shoot,62.2,5,MiniSC
498,Flowpots_Arabidopsis_thaliana_MiniSC_2_5_MF_M9_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,2,5,MF,Water,Shoot,109.9,5,MiniSC
499,Flowpots_Arabidopsis_thaliana_MiniSC_2_6_MF_M9_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,2,6,MF,Water,Shoot,57.4,5,MiniSC
500,Flowpots_Arabidopsis_thaliana_MiniSC_2_1_FSC_M9_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,2,1,FSC,Water,Shoot,92.5,5,MiniSC
501,Flowpots_Arabidopsis_thaliana_MiniSC_2_2_FSC_M9_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,2,2,FSC,Water,Shoot,56.7,4,MiniSC
502,Flowpots_Arabidopsis_thaliana_MiniSC_2_3_FSC_M9_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,2,3,FSC,Water,Shoot,3.8,5,MiniSC
503,Flowpots_Arabidopsis_thaliana_MiniSC_2_4_FSC_M9_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,2,4,FSC,Water,Shoot,0,0,MiniSC
504,Flowpots_Arabidopsis_thaliana_MiniSC_2_5_FSC_M9_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,2,5,FSC,Water,Shoot,17.2,4,MiniSC
505,Flowpots_Arabidopsis_thaliana_MiniSC_2_6_FSC_M9_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,2,6,FSC,Water,Shoot,0.6,2,MiniSC
506,Flowpots_Arabidopsis_thaliana_MiniSC_2_1_BSC_M9_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,2,1,BSC,Water,Shoot,85.2,5,MiniSC
507,Flowpots_Arabidopsis_thaliana_MiniSC_2_2_BSC_M9_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,2,2,BSC,Water,Shoot,78.9,5,MiniSC
508,Flowpots_Arabidopsis_thaliana_MiniSC_2_3_BSC_M9_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,2,3,BSC,Water,Shoot,95.9,5,MiniSC
509,Flowpots_Arabidopsis_thaliana_MiniSC_2_4_BSC_M9_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,2,4,BSC,Water,Shoot,87.7,4,MiniSC
510,Flowpots_Arabidopsis_thaliana_MiniSC_2_5_BSC_M9_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,2,5,BSC,Water,Shoot,123.1,5,MiniSC
511,Flowpots_Arabidopsis_thaliana_MiniSC_2_6_BSC_M9_Shoot,Flowpots,Arabidopsis_thaliana,MiniSC,2,6,BSC,Water,Shoot,116.5,5,MiniSC
